VP_Code;fpt_rt;word;emotionality;trials_fp.thisIndex;group;sort;features;mean_LDT_corr;matching_accuracy
SL14BP;59.779;Vul;neu;0;Imagery;SL14BP_Vul;Reflektion+Monolog+Größe+Notwendig+Inne halten+Wachstum;1;1
SL14BP;30.257;Struk;neu;20;Imagery;SL14BP_Struk;hartnäckig+resistent+Motivation+Disziplin+Stärke+Belohnung;1;1
SL14BP;18.159;Bisknirgo;emo;28;Imagery;SL14BP_Bisknirgo;Nähe+Zuneigung+Liebe+Interesse+Leidenschaft+Sex+Fürsorge+trösten+lachen+tanzen;0.666666667;1
SL14BP;27.487;Bismirbiel;emo;13;Imagery;SL14BP_Bismirbiel;unvermeidbar+logisch+Vorsicht;0.666666667;1
SL14BP;38.904;Neif;emo;1;Imagery;SL14BP_Neif;Glück+Freude+Stolz+Sieg+Erfolg;1;1
SL14BP;39.308;Preier;emo;5;Imagery;SL14BP_Preier;Zwischenmenschliche+Wortlos+Instinkt+Körpersprache;1;1
SL14BP;40.924;Zimerhubst;emo;2;Imagery;SL14BP_Zimerhubst;Stress+unangenehm+kindisch+unnötig;1;1
SL14BP;64.844;Iberletsch;neu;23;Imagery;SL14BP_Iberletsch;Frieden+Ruhe+Urlaub+träumen,;1;1
SL14BP;26.504;Ismiprämpf;emo;7;Imagery;SL14BP_Ismiprämpf;isoliert+allein+Ruhe+Reflektion+Selbstfindung+Selbstliebe+Meditation,;1;0
SL14BP;19.907;Mege;emo;15;Imagery;SL14BP_Mege;Gedanken+verloren+friedlich+ruhig+Sommerwiese+Urlaub+angenehm,;1;1
SL14BP;57.196;Plüpp;neu;17;Imagery;SL14BP_Plüpp;Liebe+Wärme+Nähe+wohlfühlen+Sicherheit;1;1
SL14BP;31.487;Zwelde;emo;3;Imagery;SL14BP_Zwelde;Kindisch+Kommunikation+Transparenz+Lüge+Offenheit;1;1
SL14BP;51.966;Ferandsor;neu;29;Imagery;SL14BP_Ferandsor;Depression+Angst+Verlust+Unerklärlichkeit+Emotionen+Welle+Hormone;1;1
SL14BP;58.596;Herklögen;emo;4;Imagery;SL14BP_Herklögen;Tante+Freude+Glück+Umarmung+Aufregung+Positiv;1;1
SL14BP;27.189;Namistell;neu;19;Imagery;SL14BP_Namistell;Post+Unerwartet+ignorieren+Unwohl;1;1
SL14BP;39.068;Rugliebast;emo;9;Imagery;SL14BP_Rugliebast;Arbeit+Stress+Panik+Prüfung+Versagen+Angst;1;1
IT16GH;66.065;Wumeizauch;neu;10;Imagery;IT16GH_Wumeizauch;Fragen Fehlend recherche Team telefonieren;1;1
IT16GH;82.409;Mölauzegt;emo;21;Imagery;IT16GH_Mölauzegt;Altenheimprojekt Website helfen;1;1
IT16GH;54.15;Odef;emo;25;Imagery;IT16GH_Odef;Einkaufen Kinderversorgung nervig;1;1
IT16GH;71.912;Neif;neu;1;Imagery;IT16GH_Neif;Emotional Vorstellung;1;1
IT16GH;25.209;Rugliebast;neu;9;Imagery;IT16GH_Rugliebast;unwahrscheinlich+selten+Liebe+Freund,;1;1
IT16GH;65.797;Struk;emo;20;Imagery;IT16GH_Struk;Schlechte Laune+weinen+unhöflich+Handy aufladen;1;1
IT16GH;82.462;Vul;emo;0;Imagery;IT16GH_Vul;Fremdsprache Englisch Freunde nervig;1;1
IT16GH;88.622;Bingsemöl;emo;22;Imagery;IT16GH_Bingsemöl;Trauzeugin+Freundin+Uni+Verlassen,;1;1
IT16GH;71.946;Wupforau;neu;12;Imagery;IT16GH_Wupforau;Streicheln schaukeln Baby Liebe;1;1
IT16GH;89.427;Faube;emo;26;Imagery;IT16GH_Faube;Kultur Ausland Freunde Reisen lernen;1;1
IT16GH;89.394;Zimerhubst;neu;2;Imagery;IT16GH_Zimerhubst;Mitleid Fürsorge Liebe Freundschaft;1;1
IT16GH;67.73;Mege;neu;15;Imagery;IT16GH_Mege;Überraschung Freude Verlorenes;1;1
IT16GH;85.516;Ferandsor;emo;29;Imagery;IT16GH_Ferandsor;umherwälzen unbequem Sorgen Angst Panik;1;0
IT16GH;63.78;Plüpp;emo;17;Imagery;IT16GH_Plüpp;Aufregung+Reisefieber +Spannung+Spaß+Freude;1;1
IT16GH;75.962;Wunicher;neu;27;Imagery;IT16GH_Wunicher;Tagebuch reflektieren schreiben denken;1;1
IT16GH;85.589;Preier;neu;5;Imagery;IT16GH_Preier;Training+Fußball+Uni+lernen,;1;1
IT16GH;75.115;Weforshank;emo;16;Imagery;IT16GH_Weforshank;Rolltreppe+wegdrücken+nervig;1;1
IT16GH;76.376;Skibt;emo;18;Imagery;IT16GH_Skibt;Fehler voraussicht lernen;1;1
IT16GH;78.309;Muschürdur;neu;6;Imagery;IT16GH_Muschürdur;Finanzen+Gewicht+planen+zielstrebigkeit+stress;1;1
IT16GH;74.159;Bismirbiel;neu;13;Imagery;IT16GH_Bismirbiel;erröten schüchtern unangenehm aufregend Schwarm;1;1
IT16GH;89.959;Zwelde;neu;3;Imagery;IT16GH_Zwelde;Lügen zuhausebleiben Arbeit;1;1
IT16GH;83.475;Glühm;emo;8;Imagery;IT16GH_Glühm;Massage+entspannung+Freund+Liebe+Wellness;1;1
IT16GH;77.29;Enkmitas;neu;14;Imagery;IT16GH_Enkmitas;schlafen lesen essen Einzelgänger Schwester;1;1
IT16GH;62.964;Herklögen;neu;4;Imagery;IT16GH_Herklögen;Schwarm+entspannt+ausgeschlafen;1;1
IT16GH;62.604;Namistell;emo;19;Imagery;IT16GH_Namistell;Freund+Beste Freundin+spielen+lachen +kuscheln;1;1
IT16GH;71.526;Bisknirgo;neu;28;Imagery;IT16GH_Bisknirgo;Scham unangenehm Fremde Personen Essen;1;1
IT16GH;71.529;Iberletsch;emo;23;Imagery;IT16GH_Iberletsch;Angst Panik Tod Familie;1;1
IT16GH;71.113;Troff;emo;24;Imagery;IT16GH_Troff;Freundin+Essen+Kuchen+Pizza;1;1
IT16GH;77.845;Häugnung;emo;11;Imagery;IT16GH_Häugnung;Serie schauen+unsicher+dunkel;1;1
IT16GH;84.279;Ismiprämpf;neu;7;Imagery;IT16GH_Ismiprämpf;Aufregung Test Bewerbung unangenehm Angst;1;1
HM19HG;70.85793;Troff;emo;24;Imagery;HM19HG_Troff;suche nach wissen+neutrales gefühl +ärger weil man es nicht weiß+motivation wissenslücke zu schließen;1;1
HM19HG;50.29109;Neif;neu;1;Imagery;HM19HG_Neif;mut anstregnung vorfreude selbstbewusstsein stärken aber auch ängste zu scheitern manchmal gefühl von alleinsein,;0.666666667;1
HM19HG;43.000785;Zimerhubst;neu;2;Imagery;HM19HG_Zimerhubst;NA;0.333333333;1
HM19HG;42.616715;Weforshank;emo;16;Imagery;HM19HG_Weforshank;kommt auf interaktion an+schön+schlecht+fröhlich+traurig+melancholisch ,;0.666666667;1
HM19HG;35.63892;Bismirbiel;neu;13;Imagery;HM19HG_Bismirbiel;unrealistisch und naiv+träumerisch +falsche vorstellung von liebe+zuneigung sympathie;0.666666667;1
HM19HG;46.643605;Wunicher;neu;27;Imagery;HM19HG_Wunicher;erinnert an depression+ansonsten dramatische person+übertrieben+inneres kind Konflikt;1;1
HM19HG;39.5261;Rugliebast;neu;9;Imagery;HM19HG_Rugliebast;empfinde dabei keine frustration eher neutrales gefühl wenn es nicht einfällt auch nicht schlimm,;0.333333333;1
HM19HG;41.548995;Plüpp;emo;17;Imagery;HM19HG_Plüpp;weiß ich nicht;0;1
HM19HG;40.79938;Faube;emo;26;Imagery;HM19HG_Faube;+unbehagen+neid aber auch wohlgefühl es bei anderen zu sehen;0.666666667;1
HM19HG;37.074175;Iberletsch;emo;23;Imagery;HM19HG_Iberletsch;anstrengend+peinlich wenn man falsches wort benutzt oder die worte fehlen+aber auch freude bei unterhaltung die funktioniert,;0.333333333;1
HM19HG;34.459115;Wupforau;neu;12;Imagery;HM19HG_Wupforau;kommt auf das gefühl an man mitgefühl und traurig aber auch freude und spaß,;0.666666667;1
HM19HG;31.886665;Glühm;emo;8;Imagery;HM19HG_Glühm;+fröhlich+geld+alte sachen von früher+aussortieren+aufräumen;1;1
HM19HG;47.12497;Enkmitas;neu;14;Imagery;HM19HG_Enkmitas;+erschöpft+kaum selbstbewusstsein+unsicher+alles wirkt anstregend+selbst kleinsten handgriff;0;1
HM19HG;37.75231;Preier;neu;5;Imagery;HM19HG_Preier;aufregend angespannt vorfreude reiselust ,;0.333333333;1
HM19HG;53.604025;Struk;emo;20;Imagery;HM19HG_Struk;Buddhismus+meditation+selbsterkenntnis+Selbstreflexion+bewusstseinserweiterung entwicklungsschritt,;0;1
HM19HG;27.256475;Häugnung;emo;11;Imagery;HM19HG_Häugnung;+bisschen nervig+erfolg+zufrieden sein ,;0;1
HM19HG;32.36679;Namistell;emo;19;Imagery;HM19HG_Namistell;unangenehm+sexuelles verlangen jedoch schön;0.333333333;1
HM19HG;27.93498;Bisknirgo;neu;28;Imagery;HM19HG_Bisknirgo;verantwortung für das eigene leben übernehmen;0.333333333;1
HM19HG;37.10216;Ferandsor;emo;29;Imagery;HM19HG_Ferandsor;freude tolles gefühl selbstbestätigung,;0.666666667;1
HM19HG;31.984805;Herklögen;neu;4;Imagery;HM19HG_Herklögen;manchmal nett manchmal komisch,;0;1
HM19HG;39.84334;Skibt;emo;18;Imagery;HM19HG_Skibt;schlechtes gefühl+vermeidung+unbehagen,;0.333333333;1
HM19HG;28.85667;Mege;neu;15;Imagery;HM19HG_Mege;+couch bett+yoga +sonntag+zusammen getrennt dinge machen in gemeinsamer wohnung;0.333333333;1
HM19HG;29.27191;Muschürdur;neu;6;Imagery;HM19HG_Muschürdur;+unsympatisch an anderen menschen+ruhe und erholung+abgrenzung von anderen ,;0;1
HM19HG;32.850865;Mölauzegt;emo;21;Imagery;HM19HG_Mölauzegt;ausgeruht zufrieden fit ausgeglichen;1;1
HM19HG;29.649665;Zwelde;neu;3;Imagery;HM19HG_Zwelde;NA;0;1
HM19HG;21.386035;Wumeizauch;neu;10;Imagery;HM19HG_Wumeizauch;absolut unsinnig+kindliches verhalten+kaum selbstbewusstsein+man sollte zu seinen interessen und bedürfnissen stehen;0;1
HM19HG;32.65692;Odef;emo;25;Imagery;HM19HG_Odef;anzeichen einer depression überwältigendes gefühl+man weiß nicht was man tun soll+gegensteuern etwas unternehmen was ablenkt+eigenverantwortlich gefühlswelt pflegen;0.333333333;1
HM19HG;30.884065;Ismiprämpf;neu;7;Imagery;HM19HG_Ismiprämpf;+unnütz+komisch+ich würde nicht ständig prüfen weiß ja wann sie kommt,;0.666666667;1
HM19HG;41.336835;Vul;emo;0;Imagery;HM19HG_Vul;hab ich noch nie gemacht+unsinnig +kann ich nicht nachvollziehen;0.666666667;1
HM19HG;35.291315;Bingsemöl;emo;22;Imagery;HM19HG_Bingsemöl;+anstregend nervös kaum schlaf ständige gedanken aber auch erfolg gut durchdacht bei unterhaltung wörter parat;0;1
RN13LG;43.388485;Bisknirgo;neu;28;Control;RN13LG_Bisknirgo;anstrengend+ermüdend+zwanghaft+lösungso;1;1
RN13LG;88.05558;Weforshank;emo;16;Control;RN13LG_Weforshank;Einsatz+Perfektion+Freude+Sinnhaftigkeit+Herstellen+Umsetzung+Kreativität+Erfolg,;1;1
RN13LG;61.74368;Bismirbiel;neu;13;Control;RN13LG_Bismirbiel;nervig+sinnvoll+Erfahrung+Bereicherung+Unpassend+aufdringlich+unhöflich+hilfsbereit+grenzüberschreitend,;1;1
RN13LG;66.01261;Muschürdur;neu;6;Control;RN13LG_Muschürdur;Liebe+Romantik+Restaurant+Glück+Erinnerung,;1;1
RN13LG;87.339275;Mölauzegt;emo;21;Control;RN13LG_Mölauzegt;(Vor)Freude+Aufregung+Kribbeln+Spannung+Langeweile+Sorge,;1;1
RN13LG;85.391215;Faube;emo;26;Control;RN13LG_Faube;Übertreibung+Aktionismus+Unsicherheit+Nervösität+Erfahrung+Ursache+unangemessen,;1;1
RN13LG;89.490235;Plüpp;emo;17;Control;RN13LG_Plüpp;Verzweifelung+Unmut+Ungeduld+Ärgernis+amüsant+charmant+unsortiert,;1;1
RN13LG;66.46234;Zwelde;neu;3;Control;RN13LG_Zwelde;Zufriedenheit+Stolz+erfolgreich+Fleiß+Disziplin+Willenskraft+Vollständigkeit+Beachtung+Lob,;0.666666667;1
RN13LG;52.073795;Wupforau;neu;12;Control;RN13LG_Wupforau;Zufriedenheit+Geborgenheit+Liebe+Familie,;1;1
RN13LG;68.94782;Troff;emo;24;Control;RN13LG_Troff;Scham+Kompetenz+Selbstbewusstsein+Vorträge+Erwartungen+Bewertungen+Verständnis,;1;1
RN13LG;89.276385;Struk;emo;20;Control;RN13LG_Struk;Hoffnung+Freude+Stolz+Zugehörigkeit+Freundschaft+Liebe+Gemeinschaft+Schönheit,;1;1
RN13LG;68.79786;Zimerhubst;neu;2;Control;RN13LG_Zimerhubst;unerwartet+Glück+Belohnung+Freude,;1;1
RN13LG;78.70213;Herklögen;neu;4;Control;RN13LG_Herklögen;Erschöpfung+anstrengend+Alter+Zeit+Ruhe+Kaffee,;1;1
RN13LG;87.55674;Ferandsor;emo;29;Control;RN13LG_Ferandsor;Aufregung+AbenteuerErfahrungen  +Bahn+Schiff+Kultur+Bekanntschaften+Essen+Koffer+Dokumente+Kamera+Ungewissheit,;1;1
RN13LG;89.35796;Preier;neu;5;Control;RN13LG_Preier;Schmerz+ungutes Gefühl+Vorwürfe+Scham+Leistung+Unfähigkeit+Angemessenheit,;1;1
RN13LG;83.594285;Wunicher;neu;27;Control;RN13LG_Wunicher;Übung+Leistungdruck+Perfektion+Kontrolle+Willensstärke+Ziel+Ver;1;1
RN13LG;86.44106;Glühm;emo;8;Control;RN13LG_Glühm;Freude+Lust+Schmetterlinge im Bauch+Spannung+Vorstellung+Nähe+Dankbarkeit,;1;1
RN13LG;56.958645;Iberletsch;emo;23;Control;RN13LG_Iberletsch;Autonomie+Zukunft+richtungsweisend+Sein+Erfahrung+Wachstum+Unabhängigkeit+Freiheit+Charakter;1;1
RN13LG;78.28528;Neif;neu;1;Control;RN13LG_Neif;Rückblick+Persönlichkeit+Ziele+Herausforderungen+Wachstum+Autonomie+Erfolg+Glück+Dankbarkeit,;1;1
RN13LG;79.136425;Odef;emo;25;Control;RN13LG_Odef;Freude+Verlegenheit+Spannung+Aufregung+Ungeduld+Leben,;1;1
RN13LG;76.502885;Enkmitas;neu;14;Control;RN13LG_Enkmitas;herausfordernd+unangenehm+Aufmerksamkeit+Unwahrheiten+Stress+Angst+Wut+Unsicherheit+Geduld,;1;1
RN13LG;89.95784;Ismiprämpf;neu;7;Control;RN13LG_Ismiprämpf;Meditation+Ruhe+Balance+Freiheit+Einkehr+Zeit+Entspannung,;1;1
RN13LG;86.158685;Häugnung;emo;11;Control;RN13LG_Häugnung;Vergangenheit+Enttäuschung+Verletzung+Zukunft+Beziehung+Kontakte+Schmerz+Ungerechtigkeit,;1;1
RN13LG;89.59139;Rugliebast;neu;9;Control;RN13LG_Rugliebast;selten+Interessant+Bedeutung+diffus+kurz;1;1
RN13LG;87.59271;Bingsemöl;emo;22;Control;RN13LG_Bingsemöl;Wärme+Gespräche+Austausch+Glück+Zufriedenheit+Zugehörigkeit+Zeit+Erinnerungen+Spaß,;1;1
RN13LG;77.669265;Vul;emo;0;Control;RN13LG_Vul;Moral+Gewissen+Anstand+Stolz+Höflichkeit,;1;1
RN13LG;65.913315;Skibt;emo;18;Control;RN13LG_Skibt;ungewohnt+Erstaunen+Neugier+Sorge,;1;1
RN13LG;60.260395;Mege;neu;15;Control;RN13LG_Mege;einschränkend+Zwang+Ungeduld+Zeit steht still+Aufmerksamkeit+Konzentration+Erwartung (pos/;1;1
RN13LG;89.679185;Wumeizauch;neu;10;Control;RN13LG_Wumeizauch;Postchbar+Anspannung+Stille+Geduld,;1;1
RN13LG;75.36669;Namistell;emo;19;Control;RN13LG_Namistell;Planung+Sorge+Souveränität+Kontrolle+Zielführend+Gesprächsführung,;1;1
SO29DG;25.65762;Wupforau;neu;12;Control;SO29DG_Wupforau;overthinking+problemlösung+schlaflosigkeit+angespannt+unglücklich+nervös+verzweiflung+probleme+denken,;1;1
SO29DG;34.25597;Bingsemöl;emo;22;Control;SO29DG_Bingsemöl;stolz+kompetenz+arbeit+anstrengung+erfolg+helfen+projekte+leistung;1;1
SO29DG;46.850055;Muschürdur;neu;6;Control;SO29DG_Muschürdur;unerwünschtngenehm+andere meinung+fremder+beeinflussen+rat+beobachtet+lass mich;0.666666667;1
SO29DG;23.3006;Namistell;emo;19;Control;SO29DG_Namistell;filme+heiratsantrag+neid+glücklich+für andere peron freuen+innere trauer+einsamkeit+liebe,;1;1
SO29DG;33.29038;Neif;neu;1;Control;SO29DG_Neif;neu+kennenlernen+sympathie+unsympathisch+bekannte situation+personen+sozial inkompetentmen vergessen+hallo,;1;1
SO29DG;32.663065;Troff;emo;24;Control;SO29DG_Troff;überreagieren+vorsorge+psychose+ausrasten+eskalieren+negativ+choleriker+unangenehm,;0.333333333;1
SO29DG;16.631935;Preier;neu;5;Control;SO29DG_Preier;es liegt mir auf der zungechdenken+sich den kopf zerbrechen+verzweifeln+unbefriedigend+lästig+erleichterung wenn es einem einfällt+wortfindungsstörung+stadt land fluss;1;1
SO29DG;28.329075;Mege;neu;15;Control;SO29DG_Mege;menge+to do liste+interessant+ich sollte selber meine aufgaben erfüllen+schuldgefühle+freude für andere person+anstrengung+motivierend,;1;1
SO29DG;24.58902;Faube;emo;26;Control;SO29DG_Faube;liebe+familie+baby+mutter+schwester+umarmen+kuscheln+brauchen+das schönste gefühl+zuneigung+unterstützung+halt+vater+bindung+herz,;1;1
SO29DG;17.724535;Herklögen;neu;4;Control;SO29DG_Herklögen;englisch+französisch+aussprache+blamieren+fehler machen+lernen+peinlich+sich dumm fühlen+vorgeführt+ausland+unterricht,;1;0
SO29DG;31.9486;Mölauzegt;emo;21;Control;SO29DG_Mölauzegt;freunde+familie+erfolg+liebe+grinsen+filme+heiratsantrag+junggesellen in der bahn+glücklich;1;1
SO29DG;23.98683;Glühm;emo;8;Control;SO29DG_Glühm;aufheiternd+tag verschönern+überraschung+geld+erinnerung an andere person+grinsen+glücklich+geschenk;1;1
SO29DG;29.431745;Häugnung;emo;11;Control;SO29DG_Häugnung;party+alkohol+schlafdeprivation+schlafstörung+nicht einschlafen können+gerädert+müdikgeit+kaffee+lernsession+unproduktivität+kreislaufprobleme+uni einfach ausfallen lassen;0.666666667;0
SO29DG;15.14177;Plüpp;emo;17;Control;SO29DG_Plüpp;flugangst+aufregung+vorfreude+andere länder+reisen+abenteuer+erfahrungen+neu+glücklich+nervös;1;0
SO29DG;19.99635;Bismirbiel;neu;13;Control;SO29DG_Bismirbiel;körperunzufriedenheit+unfähigkeit+selbstwahrnehmung+wut+kritisch+schwacher charakter+allein+dumme handlung+frustration+depression;1;1
SO29DG;38.414005;Rugliebast;neu;9;Control;SO29DG_Rugliebast;zwangsstörung+erfolgreich sein wollen+perfektionismus+lernen+kontraproduktiv+anspannung+wut+verzweiflung+selbsthass+sport+leistungsdruck+anspannung;1;1
SO29DG;18.44446;Iberletsch;emo;23;Control;SO29DG_Iberletsch;liebe+schwarm+schauspieler+fremder+fantasien+kopfkino+nähe+berührung+schmetterlinge im bauch+aufregend+begierde;0.666666667;1
SO29DG;18.41359;Zwelde;neu;3;Control;SO29DG_Zwelde;stolz+erleichterung+zufriedenheit+problem gelöst+überdenken+balast fällt ab+entscheidung bereuen+rat+entscheidungsfindung,;1;1
SO29DG;19.058255;Skibt;emo;18;Control;SO29DG_Skibt;studium+leistung+entscheidungen+selbstwert+eltern stolz machen+glücklich+fähigkeiten+richtige wahl;1;1
SO29DG;23.575415;Vul;emo;0;Control;SO29DG_Vul;aufregend+bus+bahn+fremder+gut aussehend+ansprechen+schüchtern+augen+anstarren+ansprechen+soziale inkompetenz+aufheiterung des tages+begegnung,;1;1
SO29DG;20.214745;Weforshank;emo;16;Control;SO29DG_Weforshank;social anxiety+meiden+keine lust auf ein gespräch+person nicht mögen+ruhe haben wollen+einzelgänger+hausflur+büro+alter bekannter+sich verstecken;1;0
SO29DG;18.26557;Enkmitas;neu;14;Control;SO29DG_Enkmitas;ruhe+erholung+stille+glück+bett+alleine+keine aufgaben+freier kopf+feierabend+keine sorgen und probleme+abschalten;1;1
SO29DG;24.81498;Ferandsor;emo;29;Control;SO29DG_Ferandsor;betrügen+beziehung+vertrauensproblem+verletzt+zurückdenken+angst vor zurückweisung+schlechter mensch+selbstwertgefühlchtragend,;0.666666667;1
SO29DG;22.566075;Odef;emo;25;Control;SO29DG_Odef;interessant+traumtagebuch+wieder einschlafen wollen+traum weiterdenken+wie ein guter film+lebhaft+freude+albtraum+realität+surreal+lebendig+verborgenes,;1;1
SO29DG;17.7993;Bisknirgo;neu;28;Control;SO29DG_Bisknirgo;wärme+wohlig+freunde+familie+gute gespräche+bier+kollegen+geborgenheit+glücklich+nicht einsam+lustig;1;1
SO29DG;18.16501;Struk;emo;20;Control;SO29DG_Struk;freier+höflich+im nachhinein bereuen+traurig+angespannt+über sich selbst ärgern+handy+essen gehen+sitzplatz bahn,;1;1
SO29DG;12.92067;Wumeizauch;neu;10;Control;SO29DG_Wumeizauch;verwunderung+positive und negative empfindungen+müdigkeit+angenervt+musch+glücklich;1;1
SO29DG;9.05979;Wunicher;neu;27;Control;SO29DG_Wunicher;angespannt+sozial inkompetent+zwanghaft+vorfreude+aufgeregt+familie+freunde+jemanden kennenlernen+zum ersten mal besuch von einer person haben+wohnung putzen+postbote+fenster+balkon,;0.666666667;0
SO29DG;20.963285;Ismiprämpf;neu;7;Control;SO29DG_Ismiprämpf;stille+meidenchbarn+postbote+angespannt+keine lust zu reden+duschen+am essen+im schlafanzug oder nackt+durchs fenster lukern+inkompetenz+kindisch+angst+genervt;1;0
SO29DG;19.88786;Zimerhubst;neu;2;Control;SO29DG_Zimerhubst;anxiety+angst gespräch;1;1
SL15KN;78.325;Wunicher;neu;27;Control;SL15KN_Wunicher;kreisende Gedanken+Neurotizismus+nervig +unnötig+nicht ändert sich+unangenehm+negative Situation+Problem+soll verschwinden+kein Schlaf,;0.666666667;1
SL15KN;28.605;Preier;neu;5;Control;SL15KN_Preier;Unternehmen+produktiv+produzieren+schwierig+talent+harte  Arbeit+kompetent+worthwhile+Entrapreneur (irge;1;1
SL15KN;23.42;Odef;emo;25;Control;SL15KN_Odef;unangebracht+oder hilfreich+von hinten+entschuldigen sie+Tipp+kommt kaum vor+ungewöhnlich+unhöflich+ältere Menschen,;1;1
SL15KN;58.889;Mölauzegt;emo;21;Control;SL15KN_Mölauzegt;schön+Neid+Freundinn+Romantik+Sehnsucht+gönnen+Arbeit+Romanze+Zuneigung,;1;1
SL15KN;41.598;Plüpp;emo;17;Control;SL15KN_Plüpp;neutral+kennenlernen+Fremd+Gefühl+Antizipation+Neugier+interessiert+Kontakt+Begegnung+Schule,;1;1
SL15KN;43.328;Wumeizauch;neu;10;Control;SL15KN_Wumeizauch;überreagieren+schnell+Empfindlich+Sorge+Mutter+Neurotisch+Anspannung+autistisch,;1;1
SL15KN;43.077;Enkmitas;neu;14;Control;SL15KN_Enkmitas;auf der Zunge+nervig+zu Englisch wechseln+peinlich+dumm+aktives Vokabular+aufm Schlauch stehen+Stau+Gedächtnis+neutral,;1;1
SL15KN;39.851;Mege;neu;15;Control;SL15KN_Mege;gut+weiter so+nice+beeindruckt+ich muss nachlegen+Dringlichkeit+To do Liste+produktiv+Erwachsen+in Kontrolle+kompetent+Arbeit,;1;1
SL15KN;75.012;Struk;emo;20;Control;SL15KN_Struk;Vater +Mutter+Liebe+Zuneigung+Warm+Couch+Komfort+Geborgenheit+Sorglosigkeit+Kindheit+Heimat+Spaß+Dankbarkeit+tolles Essen,;1;1
SL15KN;41.347;Bisknirgo;neu;28;Control;SL15KN_Bisknirgo;Französisch+fremdes Land+reisen+unbekannte Kultur+unwohl+Angst+blamieren+Gefühl von Dummheit+sich blos stellen+unsicher;1;1
SL15KN;69.097;Herklögen;neu;4;Control;SL15KN_Herklögen;Freunde+gute Nachricht+schön+Aufregung+Veränderung+Stolz+positiv,;0.333333333;1
SL15KN;27.885;Wupforau;neu;12;Control;SL15KN_Wupforau;Katzetur+Sonnenuntergang+Sinn des Lebens+12 rules for life+Gefühl von Verbundenheit+Freude zu leben,;1;1
SL15KN;41.362;Ferandsor;emo;29;Control;SL15KN_Ferandsor;Müde+Müdigkeit+alles Scheiße+Warum bin ich so lange aufgeblieben+Zocken+Youtube+Powernap+schwere Augenlider+einschlafen im Zug oder Auto+kraftlos+gereizt+Sehnsucht nach Bett+aufst;1;1
SL15KN;56.969;Bingsemöl;emo;22;Control;SL15KN_Bingsemöl;Freude+Glück+Flugzeug+Strand+Entspannung+Ausland+Tourismus+Freunde+neues+Abwechslung+Sommer+Sonne+packen+Reise,;1;1
SL15KN;85.104;Häugnung;emo;11;Control;SL15KN_Häugnung;Selbsthass+unnötig+sich fertig machen+Dummheit+selbst Schuld+Schuldgefühl+Veränderung+anderer Haut sein+Au;1;1
SL15KN;61.501;Namistell;emo;19;Control;SL15KN_Namistell;Perfekt+Perfektionismus+besessen+immer wieder und wieder+Wiederholung+Transzendenz+ohne Fehler+treffen+Talent+harte Arbeit+Grind+Meistern+Gewinner+Verli;1;1
SL15KN;32.433;Vul;emo;0;Control;SL15KN_Vul;Sehnsucht+Erotik+Anziehung+Lippen+Trieb+Liebe+French kiss+Zunge+rot+Eregung+intim+Attraktiv,;1;1
SL15KN;33.654;Glühm;emo;8;Control;SL15KN_Glühm;Selbstbewusst+Stolz+Erwachsen+zielstrebig+kompetent+wichtig+hoffnungsvoll+Klarheit+Kopf frei+kein Kopfzerbrechen mehr (Vul)+endlich+Frei,;0.666666667;1
SL15KN;26.725;Troff;emo;24;Control;SL15KN_Troff;Gott+Gut+Sternch oben+Entwicklung+Wachstum+Exponentiell+pat on the back+Freude+positiv+strahlende Zukunft+striving+streben+Ziel+Wert+Ideal,;0.333333333;1
SL15KN;58.117;Rugliebast;neu;9;Control;SL15KN_Rugliebast;Seduction+Angst+attraktiv+unsicher+interessiert+erotisch+flirten+Bildhübsch+Scham+Sex,;1;1
SL15KN;61.451;Zimerhubst;neu;2;Control;SL15KN_Zimerhubst;unangenehm+nervig+abhauen+Labertasche+eigentlich freundlich+aber nervig+Bogen drum rum machen+aus dem Weg gehen,;0.666666667;1
SL15KN;17.994;Ismiprämpf;neu;7;Control;SL15KN_Ismiprämpf;Zen+Buddha+Buddhismus+Ruhe+Stille+frei+verbunden+im hier und jetzttur+Seele+eins sein,;0;1
SL15KN;21.872;Bismirbiel;neu;13;Control;SL15KN_Bismirbiel;offene Wunde+nicht bereit+Beziehungen+Liebeskummer+Ex+Betrug+Zusammenbruch+Scheidung+vorbei+Hemmung+Trauma,;1;1
SL15KN;36.714;Neif;neu;1;Control;SL15KN_Neif;kurz+unklar+andere Welt+lucides Träumen+komisch+sehr Wirr+nebelig+interessant+Unterbewusst+Verarbeitung+Neugier,;1;1
SL15KN;19.988;Iberletsch;emo;23;Control;SL15KN_Iberletsch;Freunde+Bekannte +Familie+sich wohl fühlen+warm+Spiele+Spaß+lachen+vertraut+Freude+Essen+sozial+Community,;1;1
SL15KN;45.282;Zwelde;neu;3;Control;SL15KN_Zwelde;ahhhhhhh+nervig+Verpflichtung+FOMO+unfair+keine Zeit+oder Blödheit+Selbstsabotage+scheitern+S;1;1
SL15KN;31.016;Skibt;emo;18;Control;SL15KN_Skibt;Verwirrung+Ursache+Warum?+Frage+dumpf+komisch (weird)+unerklärlich+Gefühl+Körper,;0;1
