	VP_Code	Wort	Emotionalität	Assoziationen	Sentiment Score	Modelleinschätzung
858	HR19KN	Bingsemöl	neu	joy + surprise + amazement + happiness + annoy + hide	0.8555	emotional
859	HR19KN	Struk	neu	fears + children + stress + lack of sleep + restlessness + flood of thoughts	-0.8442	emotional
860	HR19KN	Mölauzegt	neu	anticipation + nervous + excited + hope + joy + imagination + dreaming + packing + waiting + impatience	0.6808	emotional
861	HR19KN	Plüpp	neu	reflection + criticism + inner monologue + improvement + subjective	0.0258	neutral
862	HR19KN	Muschürdur	emo	practice + training + improvement + ambition	0.4588	neutral
863	HR19KN	Herklögen	emo	hesitating + considering + impulse + contact + fear + anger + longing	-0.8555	emotional
864	HR19KN	Mege	emo	reflection + realization + pressure + stress + fear of making mistakes + planning + anticipating	-0.8658	emotional
865	HR19KN	Weforshank	neu	joy + relief + pride + planning + goals	0.8519	emotional
866	HR19KN	Iberletsch	neu	conversation + indirect + communication + senses + interaction + longing + hoping + attention	0.4019	neutral
867	HR19KN	Glühm	neu	fear + annoyed + neighbors + desire for quiet + introverted + shy of confrontation	-0.7506	emotional
868	HR19KN	Ferandsor	neu	nature + meditation + happiness + joy + still + calm + serenity + alone + relaxation	0.9022	emotional
869	HR19KN	Odef	neu	introverted + calm + alone + lonely + cold + harmony + relaxation	0.5994	emotional
870	HR19KN	Vul	neu	sleep + wishes + longings + cuddly + warm + not wanting to get up + dream world + fantasy	0.5994	emotional
871	HR19KN	Rugliebast	emo	friends + family + partner + love + warmth + cuddle + loved + accepted	0.946	emotional
872	HR19KN	Ismiprämpf	emo	sneaky + fox + clever + shame + hidden + envy	-0.4767	neutral
873	HR19KN	Wupforau	emo	sad + confused + suddenly + overwhelmed + for no reason	-0.7506	emotional
874	HR19KN	Troff	neu	joy + excitement + fidgety + missing + family + long time no see + anticipation	0.3818	neutral
875	HR19KN	Bisknirgo	emo	laziness + indecisive + waiting + curiosity + busy + not in the mood	-0.25	neutral
876	HR19KN	Häugnung	neu	anxiety + stress + fear + failure + stage fright + job interview + important	-0.8957	emotional
877	MT7LT	Ferandsor	neu	overthinking + restlessness + fear + distrust + torment	-0.802	emotional
878	MT7LT	Struk	neu	practice + hard work + discipline	-0.1027	neutral
879	MT7LT	Häugnung	neu	amazement + confusion	0.3182	neutral
880	MT7LT	Faube	neu	love + confidence + trust + well-being + empathy	0.8957	emotional
881	MT7LT	Namistell	neu	experience + confidence + routine	0.5106	emotional
882	MT7LT	Plüpp	neu	not to be understood + surprising	0.2732	neutral
883	MT7LT	Troff	neu	forgetfulness + stupidity + irritation + anger	-0.872	emotional
884	MT7LT	Rugliebast	emo	satisfaction + sense of duty	0.4404	neutral
885	MT7LT	Muschürdur	emo	empathy + confidence + warmth + love + strength + fulfillment	0.9287	emotional
886	MT7LT	Enkmitas	emo	discomfort + embarrassment + fear + ego	-0.836	emotional
887	MT7LT	Weforshank	neu	empathy + trust + confidence + warmth	0.8625	emotional
888	MT7LT	Vul	neu	unpredictability + joy + happiness + satisfaction	0.8834	emotional
889	MT7LT	Bismirbiel	emo	fatigue + regret + weakness + slow down	-0.765	emotional
890	MT7LT	Neif	emo	excitement + expectation + dreaming + containment + escape	0.5994	emotional
891	MT7LT	Mege	emo	regret + irritation + anger	-0.8689	emotional
892	MT7LT	Mölauzegt	neu	compulsion + control + perfection + discipline + security	0.7269	emotional
893	MT7LT	Zimerhubst	emo	excitement + warmth + sexuality + intimacy	0.7351	emotional
894	MT7LT	Herklögen	emo	pride + confidence + retrospect + satisfaction	0.8225	emotional
895	MT7LT	Skibt	neu	joy + pride + knowledge + warmth + self-confidence	0.8481	emotional
896	MT7LT	Glühm	neu	expectation + fear of rejection + disappointment	-0.875	emotional
897	MT7LT	Zwelde	emo	discomfort + anger + prevention	-0.7579	emotional
898	MT7LT	Wumeizauch	emo	peace of mind + dissolution of boundaries + enjoyment + mindfulness + freedom	0.9062	emotional
899	MT7LT	Wunicher	emo	fear + anger + caution + confusion + discipline	-0.8442	emotional
900	MT7LT	Wupforau	emo	confusion + blurry + far away and yet close	-0.3818	neutral
901	MT7LT	Bingsemöl	neu	familiarity + comfort + routine + known	0.3612	neutral
902	MT7LT	Iberletsch	neu	courtesy + impulse + decency + expectation + desire	0.6369	emotional
903	MT7LT	Bisknirgo	emo	confusion	-0.296	neutral
904	MT7LT	Odef	neu	control + prevention + routine + planning	0.0	neutral
905	MT7LT	Preier	emo	prevent + uncomfortable + violated privacy	-0.7096	emotional
906	MT7LT	Ismiprämpf	emo	control + security + trust + fear	0.3612	neutral
907	ES29WL	Häugnung	neu	worry + nervousness + fear + impending delivery + errands + arguments + uncertainty + take courage + block out thoughts + often not so bad in retrospect	-0.8184	emotional
908	ES29WL	Wupforau	emo	succeeding + completing projects + creating new things + being fulfilled + building + starting businesses + proud + moving things forward + expanding skills + talent + being rewarded + helping others + educating + getting meaning + being needed	0.9552	emotional
909	ES29WL	Zimerhubst	emo	impolite + patronizing + anger + know-it-alls + conflicts + often well intentioned + parents + people often don't know any better + restraint difficult	-0.8935	emotional
910	ES29WL	Neif	emo	joy + happiness + marriage + getting married + relationships + jealousy + romance films + kitsch + music	0.8658	emotional
911	ES29WL	Wunicher	emo	conversations + anticipation + personality + assessing people + mutual friends + workplace + purposeful relationship + what does the other person think about a + disappointment + moving	0.0516	neutral
912	ES29WL	Weforshank	neu	uncomfortable + annoyed + wrong scale + arguments + freak out + irritated + hypersensitivity + stress	-0.9565	emotional
913	ES29WL	Herklögen	emo	being annoyed + uncomfortable + pressure + lectures + mostly in conversation with others + great exertion + tiredness + stress + being on the tongue + looking for similarities	-0.6249	emotional
914	ES29WL	Plüpp	neu	proud + to-do list + carefree + less work + task distribution + taking responsibility + happens too seldom + doing your part + serenity	0.7003	emotional
915	ES29WL	Muschürdur	emo	security + education + love + at home + caring for + long-term + responsibility + aging + is passed on + evolution + innate + survive + caress + hug	0.9169	emotional
916	ES29WL	Glühm	neu	insecure + communication + fear + worry + embarrassed + study + school + classes + embarrass + pressure + vacation + forget	-0.9403	emotional
917	ES29WL	Bismirbiel	emo	loving couples + families + films + kitsch + successes + developments + carelessness + anticipation + envy + fulfilling dreams	0.7964	emotional
918	ES29WL	Struk	neu	great joy + brightens up the moment and day + reminisces + new uses + rearrange + find back what you thought was missing + clothes + jewelry + food + money	0.8481	emotional
919	ES29WL	Zwelde	emo	pain + sluggish + exhausted + headache + banged up + alarm clock too early + dragging through the day + important assignment + too long at the pc + dry mouth + lack of energy + stress	-0.9022	emotional
920	ES29WL	Ismiprämpf	emo	planning + vacation + flying + road trip + partner + friends + provisions + summer + beach + new chapter + nervousness + opportunities + uncertainty + strangers	0.2732	neutral
921	ES29WL	Odef	neu	anger + one regrets + wishes back + to do better + arguments + failure + forgiving oneself + new goals + ambition + expectations of others + comparison with others + self-image + hurt pride	-0.7783	emotional
922	ES29WL	Bingsemöl	neu	pressure + stress + ambition + wanting to prove + perfectionism + bragging + showing off + pain + effort + talent + investing time + success + rewarding	0.5994	emotional
923	ES29WL	Preier	emo	saliva + mouth + love + romance + sex + romance movies + lips + daydreams + anticipation + partner + crush + intimacy	0.9042	emotional
924	ES29WL	Namistell	neu	carefree + looking ahead + studying + job + reaching goals + looking back on what has been achieved + taking courage + weighing things up carefully + sharing with others + new phase of life + not always easy + leaving things behind + help from others + being proud of yourself	0.9245	emotional
925	ES29WL	Wumeizauch	emo	development + job + studies + body + looking back + recharge your batteries + gain experience + long process + often very late + leaving things behind + ambition + striving	0.5267	emotional
926	ES29WL	Skibt	neu	excitement + love + crush + not daring + regret + taking heart + thoughts + hoping + courage + crush + daydreams	0.9085	emotional
927	ES29WL	Mölauzegt	neu	fear + worry + uncomfortable + conflicts + bad experiences + colleagues + circle of friends + ex-partners + arguments + make detours + neighbors + don't want to talk + often not each other	-0.9277	emotional
928	ES29WL	Faube	neu	rain + rest + being alone + eternity + carefree + no plans + difficult to force + nervousness is the opposite + aimless + rushing + giving in to thoughts + looking afar	-0.4215	neutral
929	ES29WL	Ferandsor	neu	honor + proud + aloof + reserved + hostility + avoiding + making amends + love + relationships + friendships + talking to each other + forgiving + youthful	0.9081	emotional
930	ES29WL	Rugliebast	emo	dependent on the dream + wishes to return + relief + still accompanies the day + bizarre + few memories + fragmentary + fleeting + often in childhood + dependent on the person	0.5267	emotional
931	ES29WL	Enkmitas	emo	game night + friends + eating + anticipation + sharing memories + telling the news + restaurants + forgetting the time + celebrations + valuable + security + being yourself + humor and laughter	0.9442	emotional
932	ES29WL	Bisknirgo	emo	proud + restraint + wanting to spare others + regretting it + avoiding stress + not being a burden + not trusting + forgiving + fear + worry	-0.7453	emotional
933	ES29WL	Mege	emo	worry + inexplicable + search for causes + mostly physical + listen to yourself + keep observing + pain + subconscious processes + strange thoughts	-0.7906	emotional
934	ES29WL	Troff	neu	anticipation + plans + long wait + gifts + deliveries + worry + fear of missing out + overnight stay + reunion + nervousness	-0.8442	emotional
935	ES29WL	Iberletsch	neu	nervousness + silence + pausing + neighbors + postman + being left alone + in the evenings + not dressed + not in the mood + weekends	-0.4939	neutral
936	ES29WL	Vul	neu	nervousness + worry + perfectionism + appearing confident + insecure long beforehand + errands + authorities + forgetting nothing + spontaneity + lectures + planning	-0.34	neutral
937	SL14BP	Weforshank	neu	logical + necessary + adult + objective + contemplation + point of view + situational torment	0.0	neutral
938	SL14BP	Skibt	neu	help + social + children + donations + work + pride + persistent + goal + together	0.6249	emotional
939	SL14BP	Faube	neu	annoying + unnecessary + annoying + mom	-0.6597	emotional
940	SL14BP	Bingsemöl	neu	weird + strange	-0.3612	neutral
941	SL14BP	Glühm	neu	kitsch + stupid	-0.5267	emotional
942	SL14BP	Wunicher	emo	spontaneous + inexplicable + temperament + uncontrolled + slips + mistakes	-0.5423	emotional
943	SL14BP	Häugnung	neu	annoying + nerve wracking	-0.4019	neutral
944	SL14BP	Mölauzegt	neu	work + parents + university + lecturers + trust + reliability	0.5106	emotional
945	SL14BP	Enkmitas	emo	discipline + effort + process + reward + friend + italy	0.7845	emotional
946	SL14BP	Odef	neu	caring + empathy + humanity + love + helpfulness	0.8834	emotional
947	SL14BP	Troff	neu	money + partner + photos + letters + clothes + box + cellar	0.0	neutral
948	SL14BP	Muschürdur	emo	thoughts + stress + analysis + reflection + dark circles + sadness + bad mood + tired	-0.9022	emotional
949	SL14BP	Wupforau	emo	anticipation + packing + suitcases + beach + cocktails + warmth + at ease + free + life + hope + relaxation	0.9382	emotional
950	SL14BP	Vul	neu	reflection + monologue + greatness + necessary + pausing + growth	0.3818	neutral
951	SL14BP	Struk	neu	stubborn + resistant + motivation + discipline + strength + reward	0.765	emotional
952	SL14BP	Bisknirgo	emo	closeness + affection + love + interest + passion + sex + caring + comforting + laughing + dancing	0.9709	emotional
953	SL14BP	Bismirbiel	emo	unavoidable + logical + caution	0.0	neutral
954	SL14BP	Neif	emo	happiness + joy + pride + victory + success	0.926	emotional
955	SL14BP	Preier	emo	interpersonal + wordless + instinct + body language	0.0	neutral
956	SL14BP	Zimerhubst	emo	stress + uncomfortable + childish + unnecessary	-0.765	emotional
957	SL14BP	Iberletsch	neu	peace + rest + vacation + dream	0.6705	emotional
958	SL14BP	Ismiprämpf	emo	isolated + alone + rest + reflection + self-discovery + self-love + meditation	-0.5106	emotional
959	SL14BP	Mege	emo	thoughts + lost + peaceful + calm + summer meadow + vacation + pleasant	0.7579	emotional
960	SL14BP	Plüpp	neu	love + warmth + closeness + feeling good + security	0.9186	emotional
961	SL14BP	Zwelde	emo	childish + communication + transparency + lies + openness	-0.3818	neutral
962	SL14BP	Ferandsor	neu	depression + anxiety + loss + unexplained + emotions + surge + hormones	-0.7717	emotional
963	SL14BP	Herklögen	emo	aunt + joy + happiness + hug + excitement + positive	0.9538	emotional
964	SL14BP	Namistell	neu	post + unexpected + ignore + unwell	-0.3612	neutral
965	SL14BP	Rugliebast	emo	work + stress + panic + exam + failure + anxiety	-0.8779	emotional
966	IT16GH	Wumeizauch	neu	questions + lack of research + team + phone calls	-0.3182	neutral
967	IT16GH	Mölauzegt	emo	nursing home project + website + help	0.4019	neutral
968	IT16GH	Odef	emo	shopping + child care + annoying	0.128	neutral
969	IT16GH	Neif	neu	emotional + imagination	0.1531	neutral
970	IT16GH	Rugliebast	neu	unlikely + rare + love + friend	0.8126	emotional
971	IT16GH	Struk	emo	bad mood + crying + rude + charging phone	-0.8625	emotional
972	IT16GH	Vul	emo	foreign language + english + friends + annoying	0.1027	neutral
973	IT16GH	Bingsemöl	emo	maid of honor + girlfriend + uni + leaving	0.4939	neutral
974	IT16GH	Wupforau	neu	petting + rocking + baby + love	0.6369	emotional
975	IT16GH	Faube	emo	culture + abroad + friends + travel + learn	0.4767	neutral
976	IT16GH	Zimerhubst	neu	compassion + caring + love + friendship	0.9231	emotional
977	IT16GH	Mege	neu	surprise + joy + lost	0.5574	emotional
978	IT16GH	Ferandsor	emo	rolling around + uncomfortable + worry + fear + panic	-0.9001	emotional
979	IT16GH	Plüpp	emo	excitement + travel fever + excitement + fun + joy	0.926	emotional
980	IT16GH	Wunicher	neu	diary + reflect + write + think	0.0	neutral
981	IT16GH	Preier	neu	training + football + university + study	0.0	neutral
982	IT16GH	Weforshank	emo	escalator + push away + annoying	-0.4019	neutral
983	IT16GH	Skibt	emo	mistake + foresight + learn	-0.34	neutral
984	IT16GH	Muschürdur	neu	finances + weight + planning + determination + stress	-0.0258	neutral
985	IT16GH	Bismirbiel	neu	blushing + shy + awkward + exciting + crush	0.0	neutral
986	IT16GH	Zwelde	neu	lying + staying home + work	-0.5267	emotional
987	IT16GH	Glühm	emo	massage + relaxation + friend + love + wellness	0.9287	emotional
988	IT16GH	Enkmitas	neu	sleep + read + eat + loner + sister	-0.3182	neutral
989	IT16GH	Herklögen	neu	swarm + relaxed + well rested	0.6486	emotional
990	IT16GH	Namistell	emo	friend + best friend + play + laugh + cuddle	0.9485	emotional
991	IT16GH	Bisknirgo	neu	shame + uncomfortable + strangers + food	-0.6908	emotional
992	IT16GH	Iberletsch	emo	fear + panic + death + family	-0.886	emotional
993	IT16GH	Troff	emo	girlfriend + food + cake + pizza	0.0	neutral
994	IT16GH	Häugnung	emo	series look + uncertain + dark	-0.296	neutral
995	IT16GH	Ismiprämpf	neu	excitement + test + application + uncomfortable + fear	-0.3818	neutral
996	HM19HG	Troff	emo	search for knowledge + neutral feeling + anger because you don't know + motivation to close gaps in knowledge	-0.6412	emotional
997	HM19HG	Neif	neu	courage + effort + anticipation + self-confidence but also fears of failure + sometimes feeling of being alone	-0.8225	emotional
998	HM19HG	Weforshank	emo	depends on interaction + nice + bad + happy + sad + melancholic	-0.1027	neutral
999	HM19HG	Bismirbiel	neu	unrealistic and naive + dreamy + misconception of love + affection + sympathy	0.8402	emotional
1000	HM19HG	Wunicher	neu	reminiscent of depression + otherwise dramatic person + over the top + inner child conflict	-0.6369	emotional
1001	HM19HG	Rugliebast	neu	don't feel any frustration, rather a neutral feeling if it doesn't occur to you, it's not bad either	0.7099	emotional
1002	HM19HG	Plüpp	emo	i do not know	0.0	neutral
1003	HM19HG	Faube	emo	discomfort + envy but also a feeling of well-being to see it in others	-0.1779	neutral
1004	HM19HG	Iberletsch	emo	exhausting + embarrassing if you use the wrong word or the words are missing + but also enjoy entertainment that works	0.5859	emotional
1005	HM19HG	Wupforau	neu	comes down to the feeling of sometimes compassion and sadness but also joy and fun	0.899	emotional
1006	HM19HG	Glühm	emo	happy + money + old things from before + sorting out + tidying up	0.5719	emotional
1007	HM19HG	Enkmitas	neu	exhausted + hardly any self-confidence + insecure + everything seems exhausting + even the smallest movement	-0.7605	emotional
1008	HM19HG	Preier	neu	exciting + tense + anticipation + wanderlust	0.296	neutral
1009	HM19HG	Struk	emo	buddhism + meditation + self-knowledge + self-reflection + expansion of consciousness development step	0.0	neutral
1010	HM19HG	Häugnung	emo	bit annoying + success + be satisfied	0.5859	emotional
1011	HM19HG	Namistell	emo	unpleasant + sexual desire, but beautiful	0.7311	emotional
1012	HM19HG	Bisknirgo	neu	take responsibility for your own life	0.0	neutral
1013	HM19HG	Ferandsor	emo	joy + great feeling + self-affirmation	0.8555	emotional
1014	HM19HG	Herklögen	neu	sometimes nice sometimes weird	0.2732	neutral
1015	HM19HG	Skibt	emo	bad feeling + avoidance + discomfort	-0.8176	emotional
1016	HM19HG	Mege	neu	couch + bed + yoga + sunday + doing things together separately in a shared apartment	0.34	neutral
1017	HM19HG	Muschürdur	neu	not sympathetic to other people + rest and relaxation + differentiation from others	0.1774	neutral
1018	HM19HG	Mölauzegt	emo	rested + satisfied + fit + balanced	0.6486	emotional
1019	HM19HG	Wumeizauch	neu	absolutely nonsensical + childlike behavior + hardly any self-confidence + you should stand by your interests and needs	0.25	neutral
1020	HM19HG	Odef	emo	signs of depression + overwhelming feeling + you don't know what to do + take countermeasures + do something that distracts + take responsibility + cultivate your emotional world	-0.5994	emotional
1021	HM19HG	Ismiprämpf	neu	useless + funny + i wouldn't check all the time, i know when it's coming	0.0258	neutral
1022	HM19HG	Vul	emo	i've never done + nonsensical + i can not understand	0.0	neutral
1023	HM19HG	Bingsemöl	emo	exhausting + nervous + hardly any sleep + constant thoughts but also success + well thought out + words at the ready for conversation	0.8641	emotional
1024	RN13LG	Bisknirgo	neu	exhausting + tiring + compulsive	-0.3612	neutral
1025	RN13LG	Weforshank	emo	commitment + perfection + joy + meaningfulness + production + implementation + creativity + success	0.9468	emotional
1026	RN13LG	Bismirbiel	neu	annoying + useful + experience + enrichment + inappropriate + pushy + impolite + helpful + cross-border	-0.1779	neutral
1027	RN13LG	Muschürdur	neu	love + romance + restaurant + happiness + memory	0.9081	emotional
1028	RN13LG	Mölauzegt	emo	(pre)joy + excitement + tingling + tension + boredom + worry	-0.5106	emotional
1029	RN13LG	Faube	emo	exaggeration + actionism + insecurity + nervousness + experience + cause + inappropriate	-0.6124	emotional
1030	RN13LG	Plüpp	emo	despair + resentment + impatience + annoyance + amusing + charming + unsorted	-0.4404	neutral
1031	RN13LG	Zwelde	neu	contentment + pride + successful + diligence + discipline + willpower + completeness + attention + praise	0.9062	emotional
1032	RN13LG	Wupforau	neu	contentment + security + love + family	0.8442	emotional
1033	RN13LG	Troff	emo	shame + competence + confidence + lectures + expectations + evaluations + understanding	0.0516	neutral
1034	RN13LG	Struk	emo	hope + joy + pride + belonging + friendship + love + community + beauty	0.9638	emotional
1035	RN13LG	Zimerhubst	neu	unexpected + happiness + reward + joy	0.9022	emotional
1036	RN13LG	Herklögen	neu	exhaustion + exhausting + age + time + rest + coffee	-0.6124	emotional
1037	RN13LG	Ferandsor	emo	excitement + adventure + experiences + train + ship + culture + acquaintances + food + suitcases + documents + camera + uncertainty	0.4767	neutral
1038	RN13LG	Preier	neu	pain + uneasiness + blame + shame + achievement + incompetence + appropriateness	-0.9287	emotional
1039	RN13LG	Wunicher	neu	practice + pressure to perform + perfection + control + willpower + goal	0.3612	neutral
1040	RN13LG	Glühm	emo	joy + desire + butterflies in the stomach + excitement + imagination + closeness + gratitude	0.9186	emotional
1041	RN13LG	Iberletsch	emo	autonomy + future + trend-setting + being + experience + growth + independence + freedom + character	0.7783	emotional
1042	RN13LG	Neif	neu	review + personality + goals + challenges + growth + autonomy + success + happiness + gratitude	0.926	emotional
1043	RN13LG	Odef	emo	joy + embarrassment + tension + excitement + impatience + life	0.0	neutral
1044	RN13LG	Enkmitas	neu	challenging + uncomfortable + attention + untruths + stress + fear + anger + insecurity + patience	-0.926	emotional
1045	RN13LG	Ismiprämpf	neu	meditation + rest + balance + freedom + contemplation + time + relaxation	0.8225	emotional
1046	RN13LG	Häugnung	emo	past + disappointment + hurt + future + relationship + contacts + pain + injustice	-0.9287	emotional
1047	RN13LG	Rugliebast	neu	rare + interesting + meaning + diffuse + short	0.4019	neutral
1048	RN13LG	Bingsemöl	emo	warmth + conversations + sharing + happiness + contentment + belonging + time + memories + fun	0.9349	emotional
1049	RN13LG	Vul	emo	morality + conscience + decency + pride + courtesy	0.5994	emotional
1050	RN13LG	Skibt	emo	unfamiliar + astonishment + curiosity + concern	0.0	neutral
1051	RN13LG	Mege	neu	limiting + compulsion + impatience + time standing still + attention + concentration + expectation	-0.4215	neutral
1052	RN13LG	Wumeizauch	neu	mail + neighbor + tension + silence + patience	-0.3182	neutral
1053	RN13LG	Namistell	emo	planning + concern + sovereignty + control + goal-oriented + conversation	0.0	neutral
1054	SO29DG	Wupforau	neu	overthinking + problem solving + insomnia + tense + unhappy + nervous + despair + problems + thinking	-0.891	emotional
1055	SO29DG	Bingsemöl	emo	pride + competence + work + effort + success + helping + projects + achievement	0.8074	emotional
1056	SO29DG	Muschürdur	neu	unwanted + different opinion + stranger + influence + advice + observed + let me	-0.2263	neutral
1057	SO29DG	Namistell	emo	movies + marriage proposal + envy + happy + looking forward to other person + inner sadness + loneliness + love	0.2732	neutral
1058	SO29DG	Neif	neu	new + get to know + sympathy + unlikeable + known situation + people + socially incompetent + forgot names + hello	-0.1531	neutral
1059	SO29DG	Troff	emo	overreact + precaution + psychosis + freak out + escalate + negative + choleric + uncomfortable	-0.8807	emotional
1060	SO29DG	Preier	neu	it's on the tip of my tongue + thinking + racking my brains + despairing + unsatisfactory + annoying + relief when it comes to mind + word finding disorder + city country river	-0.6808	emotional
1061	SO29DG	Mege	neu	crowd + to-do list + interesting + i should do my own tasks + guilt + joy for other person + effort + motivating	0.8225	emotional
1062	SO29DG	Faube	emo	love + family + baby + mother + sister + hug + cuddle + need + the most beautiful feeling + affection + support + hold + father + attachment + heart	0.9676	emotional
1063	SO29DG	Herklögen	neu	english + french + pronunciation + embarrass + make mistakes + learn + embarrassed + feel stupid + paraded + abroad + lessons	-0.8625	emotional
1064	SO29DG	Mölauzegt	emo	friends + family + success + love + smirks + movies + marriage proposal + bachelors on the train + happy	0.9403	emotional
1065	SO29DG	Glühm	emo	cheering + brighten day + surprise + money + reminder of other person + grin + happy + gift	0.9517	emotional
1066	SO29DG	Häugnung	emo	party + alcohol + sleep deprivation + sleep disorder + not being able to fall asleep + exhausted + tired + coffee + study session + unproductive + circulatory problems + simply skipping university	-0.872	emotional
1067	SO29DG	Plüpp	emo	fear of flying + excitement + anticipation + other countries + travel + adventure + experiences + new + happy + nervous	0.6486	emotional
1068	SO29DG	Bismirbiel	neu	body dissatisfaction + inability + self-awareness + anger + critical + weak character + alone + stupid action + frustration + depression	-0.9776	emotional
1069	SO29DG	Rugliebast	neu	ocd + wanting to succeed + perfectionism + learning + counterproductive + tension + anger + despair + self-loathing + exercise + pressure to perform + tension	-0.743	emotional
1070	SO29DG	Iberletsch	emo	love + crush + actor + stranger + fantasies + mental cinema + closeness + touch + butterflies in the stomach + exciting + desire	0.8591	emotional
1071	SO29DG	Zwelde	neu	proud + relief + contentment + problem solved + rethink + ballast falls off + regret decision + advice + decision making	0.6486	emotional
1072	SO29DG	Skibt	emo	studies + achievement + decisions + self worth + making parents proud + happy + skills + right choice	0.8271	emotional
1073	SO29DG	Vul	emo	exciting + bus + train + stranger + handsome + approach + shy + eyes + stare + approach + social incompetence + brighten up the day + encounter	0.6124	emotional
1074	SO29DG	Weforshank	emo	social anxiety + avoid + don't want to talk + dislike person + want quiet + loner + hallway + office + old acquaintance + hide	-0.8378	emotional
1075	SO29DG	Enkmitas	neu	rest + relaxation + silence + happiness + bed + alone + no tasks + free head + work done + no worries and problems + switch off	0.1027	neutral
1076	SO29DG	Ferandsor	emo	cheating + relationship + trust issues + hurt + thinking back + fear of rejection + bad person + self esteem + resentful	-0.9517	emotional
1077	SO29DG	Odef	emo	interesting + dream diary + wanting to go back to sleep + thinking further of dream + like a good movie + vivid + joy + nightmare + reality + surreal + vivid + hidden	0.9313	emotional
1078	SO29DG	Bisknirgo	neu	warmth + toasty + friends + family + good conversations + beer + colleagues + security + happy + not lonely + funny	0.9301	emotional
1079	SO29DG	Struk	emo	free + polite + regretting afterwards + sad + tense + annoyed with oneself + mobile phone + eating out + train seat	-0.7579	emotional
1080	SO29DG	Wumeizauch	neu	amazement + positive and negative feelings + tiredness + annoyed + mush + happy	0.6705	emotional
1081	SO29DG	Wunicher	neu	tense + socially incompetent + compulsive + anticipation + excited + family + friends + meeting someone + having someone visit for the first time + cleaning the apartment + postman + window + balcony	0.1027	neutral
1082	SO29DG	Ismiprämpf	neu	silence + avoid + neighbors + postman + tense + don't feel like talking + taking a shower + eating + in pajamas or naked + looking through window + incompetence + childish + afraid + annoyed	-0.9154	emotional
1083	SO29DG	Zimerhubst	neu	anxiety + fear + talk	-0.5994	emotional
1084	SL15KN	Wunicher	neu	circling thoughts + neuroticism + annoying + unnecessary + not changing + uncomfortable + negative situation + problem + should go away + no sleep	-0.5136	emotional
1085	SL15KN	Preier	neu	enterprise + productive + produce + difficult + talent + hard work + competent + worthwhile + entrepreneur	0.5574	emotional
1086	SL15KN	Odef	emo	inappropriate + or helpful + from behind + excuse me + tip + rarely occurs + unusual + rude + older people	0.6788	emotional
1087	SL15KN	Mölauzegt	emo	beautiful + envy + girlfriend + romance + longing + indulge + work + romance + affection	0.9231	emotional
1088	SL15KN	Plüpp	emo	neutral + getting to know + strange + feeling + anticipation + curiosity + interested + contact + encounter + school	0.4215	neutral
1089	SL15KN	Wumeizauch	neu	overreact + fast + sensitive + worry + mother + neurotic + tension + autistic	-0.8225	emotional
1090	SL15KN	Enkmitas	neu	on the tongue + annoying + switch to english + embarrassing + stupid + active vocabulary + standing on the tube + traffic jam + memory + neutral	-0.7184	emotional
1091	SL15KN	Mege	neu	good + keep it up + nice + impressed + need to catch up + urgency + to-do list + productive + mature + in control + competent + work	0.9169	emotional
1092	SL15KN	Struk	emo	father + mother + love + affection + warm + couch + comfort + security + carefree + childhood + home + fun + gratitude + great food	0.9794	emotional
1093	SL15KN	Bisknirgo	neu	french + foreign country + travel + unfamiliar culture + unwell + fear + embarrass + feeling stupid + expose oneself + insecure	-0.8934	emotional
1094	SL15KN	Herklögen	neu	friends + good news + beautiful + excitement + change + pride + positive	0.959	emotional
1095	SL15KN	Wupforau	neu	cat + sunset + meaning of life + 12 rules for life + feeling of connectedness + joy of living	0.6486	emotional
1096	SL15KN	Ferandsor	emo	tired + tired + everything sucks + why did i stay up so late + gambling + youtube + power nap + heavy eyelids + falling asleep on the train or car + powerless + irritable + longing for bed	-0.936	emotional
1097	SL15KN	Bingsemöl	emo	joy + happiness + plane + beach + relaxation + abroad + tourism + friends + new + variety + summer + sun + pack + travel	0.9313	emotional
1098	SL15KN	Häugnung	emo	self-loathing + needless + getting ready + stupidity + self-blame + guilt + change + different skin + ow	-0.3612	neutral
1099	SL15KN	Namistell	emo	perfect + perfectionism + obsessed + over and over again + repetition + transcendence + flawless + meet + talent + hard work + grind + master + winner + lose	0.9022	emotional
1100	SL15KN	Vul	emo	longing + eroticism + attraction + lips + drive + love + french kiss + tongue + red + excitement + intimate + attractive	0.9432	emotional
1101	SL15KN	Glühm	emo	self-confident + proud + adult + determined + competent + important + hopeful + clarity + clear head + no more headaches (vul) + finally + free	0.9538	emotional
1102	SL15KN	Troff	emo	god + good + star + upward + development + growth + exponential + pat on the back + joy + positive + bright future + striving + striving + goal + value + ideal	0.9709	emotional
1103	SL15KN	Rugliebast	neu	seduction + fear + attractive + insecure + interested + erotic + flirting + beautiful + shame + sex	0.296	neutral
1104	SL15KN	Zimerhubst	neu	uncomfortable + annoying + run off + chatterbox + actually friendly + but annoying + make a bow around it + get out of the way	-0.6249	emotional
1105	SL15KN	Ismiprämpf	neu	zen + buddha + buddhism + calm + stillness + free + connected + in the here and now + soul + being one	0.6808	emotional
1106	SL15KN	Bismirbiel	neu	open wound + not ready + relationships + heartbreak + ex + cheating + breakdown + divorce + over + inhibition + trauma	-0.7913	emotional
