	VP_Code	word	emotionality	definition	group	features
872	HR19KN	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	sneaky + fox + clever + shame + hidden + envy
873	HR19KN	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	sad + confused + suddenly + overwhelmed + for no reason
874	HR19KN	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	joy + excitement + fidgety + missing + family + long time no see + anticipation
875	HR19KN	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	laziness + indecisive + waiting + curiosity + busy + not in the mood
876	HR19KN	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	anxiety + stress + fear + failure + stage fright + job interview + important
877	MT7LT	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	overthinking + restlessness + fear + distrust + torment
878	MT7LT	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	practice + hard work + discipline
879	MT7LT	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	amazement + confusion
880	MT7LT	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	love + confidence + trust + well-being + empathy
881	MT7LT	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	experience + confidence + routine
882	MT7LT	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	not to be understood + surprising
883	MT7LT	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	forgetfulness + stupidity + irritation + anger
884	MT7LT	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	satisfaction + sense of duty
885	MT7LT	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	empathy + confidence + warmth + love + strength + fulfillment
886	MT7LT	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	discomfort + embarrassment + fear + ego
887	MT7LT	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	empathy + trust + confidence + warmth
888	MT7LT	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	unpredictability + joy + happiness + satisfaction
889	MT7LT	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	fatigue + regret + weakness + slow down
890	MT7LT	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	excitement + expectation + dreaming + containment + escape
891	MT7LT	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	regret + irritation + anger
892	MT7LT	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	compulsion + control + perfection + discipline + security
893	MT7LT	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	excitement + warmth + sexuality + intimacy
894	MT7LT	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	pride + confidence + retrospect + satisfaction
895	MT7LT	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	joy + pride + knowledge + warmth + self-confidence
896	MT7LT	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	expectation + fear of rejection + disappointment
897	MT7LT	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	discomfort + anger + prevention
898	MT7LT	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	peace of mind + dissolution of boundaries + enjoyment + mindfulness + freedom
899	MT7LT	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	fear + anger + caution + confusion + discipline
900	MT7LT	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	confusion + blurry + far away and yet close
901	MT7LT	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	familiarity + comfort + routine + known
902	MT7LT	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	courtesy + impulse + decency + expectation + desire
903	MT7LT	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	confusion
904	MT7LT	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	control + prevention + routine + planning
905	MT7LT	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	prevent + uncomfortable + violated privacy
906	MT7LT	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	control + security + trust + fear
907	ES29WL	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	worry + nervousness + fear + impending delivery + errands + arguments + uncertainty + take courage + block out thoughts + often not so bad in retrospect
908	ES29WL	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	succeeding + completing projects + creating new things + being fulfilled + building + starting businesses + proud + moving things forward + expanding skills + talent + being rewarded + helping others + educating + getting meaning + being needed
909	ES29WL	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	impolite + patronizing + anger + know-it-alls + conflicts + often well intentioned + parents + people often don't know any better + restraint difficult
910	ES29WL	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	joy + happiness + marriage + getting married + relationships + jealousy + romance films + kitsch + music
911	ES29WL	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	conversations + anticipation + personality + assessing people + mutual friends + workplace + purposeful relationship + what does the other person think about a + disappointment + moving
912	ES29WL	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	uncomfortable + annoyed + wrong scale + arguments + freak out + irritated + hypersensitivity + stress
913	ES29WL	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	being annoyed + uncomfortable + pressure + lectures + mostly in conversation with others + great exertion + tiredness + stress + being on the tongue + looking for similarities
914	ES29WL	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	proud + to-do list + carefree + less work + task distribution + taking responsibility + happens too seldom + doing your part + serenity
915	ES29WL	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	security + education + love + at home + caring for + long-term + responsibility + aging + is passed on + evolution + innate + survive + caress + hug
916	ES29WL	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	insecure + communication + fear + worry + embarrassed + study + school + classes + embarrass + pressure + vacation + forget
917	ES29WL	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	loving couples + families + films + kitsch + successes + developments + carelessness + anticipation + envy + fulfilling dreams
918	ES29WL	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	great joy + brightens up the moment and day + reminisces + new uses + rearrange + find back what you thought was missing + clothes + jewelry + food + money
919	ES29WL	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	pain + sluggish + exhausted + headache + banged up + alarm clock too early + dragging through the day + important assignment + too long at the pc + dry mouth + lack of energy + stress
920	ES29WL	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	planning + vacation + flying + road trip + partner + friends + provisions + summer + beach + new chapter + nervousness + opportunities + uncertainty + strangers
921	ES29WL	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	anger + one regrets + wishes back + to do better + arguments + failure + forgiving oneself + new goals + ambition + expectations of others + comparison with others + self-image + hurt pride
922	ES29WL	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	pressure + stress + ambition + wanting to prove + perfectionism + bragging + showing off + pain + effort + talent + investing time + success + rewarding
923	ES29WL	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	saliva + mouth + love + romance + sex + romance movies + lips + daydreams + anticipation + partner + crush + intimacy
924	ES29WL	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	carefree + looking ahead + studying + job + reaching goals + looking back on what has been achieved + taking courage + weighing things up carefully + sharing with others + new phase of life + not always easy + leaving things behind + help from others + being proud of yourself
925	ES29WL	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	development + job + studies + body + looking back + recharge your batteries + gain experience + long process + often very late + leaving things behind + ambition + striving
926	ES29WL	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	excitement + love + crush + not daring + regret + taking heart + thoughts + hoping + courage + crush + daydreams
927	ES29WL	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	fear + worry + uncomfortable + conflicts + bad experiences + colleagues + circle of friends + ex-partners + arguments + make detours + neighbors + don't want to talk + often not each other
928	ES29WL	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	rain + rest + being alone + eternity + carefree + no plans + difficult to force + nervousness is the opposite + aimless + rushing + giving in to thoughts + looking afar
929	ES29WL	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	honor + proud + aloof + reserved + hostility + avoiding + making amends + love + relationships + friendships + talking to each other + forgiving + youthful
930	ES29WL	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	dependent on the dream + wishes to return + relief + still accompanies the day + bizarre + few memories + fragmentary + fleeting + often in childhood + dependent on the person
931	ES29WL	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	game night + friends + eating + anticipation + sharing memories + telling the news + restaurants + forgetting the time + celebrations + valuable + security + being yourself + humor and laughter
932	ES29WL	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	proud + restraint + wanting to spare others + regretting it + avoiding stress + not being a burden + not trusting + forgiving + fear + worry
933	ES29WL	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	worry + inexplicable + search for causes + mostly physical + listen to yourself + keep observing + pain + subconscious processes + strange thoughts
934	ES29WL	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	anticipation + plans + long wait + gifts + deliveries + worry + fear of missing out + overnight stay + reunion + nervousness
935	ES29WL	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	nervousness + silence + pausing + neighbors + postman + being left alone + in the evenings + not dressed + not in the mood + weekends
936	ES29WL	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	nervousness + worry + perfectionism + appearing confident + insecure long beforehand + errands + authorities + forgetting nothing + spontaneity + lectures + planning
937	SL14BP	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	logical + necessary + adult + objective + contemplation + point of view + situational torment
938	SL14BP	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	help + social + children + donations + work + pride + persistent + goal + together
939	SL14BP	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	annoying + unnecessary + annoying + mom
940	SL14BP	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	weird + strange
941	SL14BP	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	kitsch + stupid
942	SL14BP	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	spontaneous + inexplicable + temperament + uncontrolled + slips + mistakes
943	SL14BP	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	annoying + nerve wracking
944	SL14BP	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	work + parents + university + lecturers + trust + reliability
945	SL14BP	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	discipline + effort + process + reward + friend + italy
946	SL14BP	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	caring + empathy + humanity + love + helpfulness
947	SL14BP	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	money + partner + photos + letters + clothes + box + cellar
948	SL14BP	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	thoughts + stress + analysis + reflection + dark circles + sadness + bad mood + tired
949	SL14BP	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	anticipation + packing + suitcases + beach + cocktails + warmth + at ease + free + life + hope + relaxation
950	SL14BP	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	reflection + monologue + greatness + necessary + pausing + growth
951	SL14BP	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	stubborn + resistant + motivation + discipline + strength + reward
952	SL14BP	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	closeness + affection + love + interest + passion + sex + caring + comforting + laughing + dancing
953	SL14BP	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	unavoidable + logical + caution
954	SL14BP	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	happiness + joy + pride + victory + success
955	SL14BP	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	interpersonal + wordless + instinct + body language
956	SL14BP	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	stress + uncomfortable + childish + unnecessary
957	SL14BP	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	peace + rest + vacation + dream
958	SL14BP	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	isolated + alone + rest + reflection + self-discovery + self-love + meditation
959	SL14BP	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	thoughts + lost + peaceful + calm + summer meadow + vacation + pleasant
960	SL14BP	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	love + warmth + closeness + feeling good + security
961	SL14BP	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	childish + communication + transparency + lies + openness
962	SL14BP	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	depression + anxiety + loss + unexplained + emotions + surge + hormones
963	SL14BP	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	aunt + joy + happiness + hug + excitement + positive
964	SL14BP	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	post + unexpected + ignore + unwell
965	SL14BP	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	work + stress + panic + exam + failure + anxiety
966	IT16GH	Wumeizauch	neu	Von jemandem einen Ratschlag erhalten, ohne danach gefragt zu haben.	Imagery	questions + lack of research + team + phone calls
967	IT16GH	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Imagery	nursing home project + website + help
968	IT16GH	Odef	emo	Der Stolz, wenn man erkennt, dass man sich in die richtige Richtung entwickelt hat.	Imagery	shopping + child care + annoying
969	IT16GH	Neif	neu	Ressourcen und Fähigkeiten in die Umsetzung einer Idee investieren.	Imagery	emotional + imagination
970	IT16GH	Rugliebast	neu	Mental ein zukünftiges Gespräch im Kopf durchspielen, um sich darauf vorzubereiten.	Imagery	unlikely + rare + love + friend
971	IT16GH	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Imagery	bad mood + crying + rude + charging phone
972	IT16GH	Vul	emo	Die Beunruhigung und Angespanntheit, wenn man sich den Kopf über etwas zerbricht.	Imagery	foreign language + english + friends + annoying
973	IT16GH	Bingsemöl	emo	Wenn man zwanghaft eine Tätigkeit wiederholt, weil man sie perfekt beherrschen will.	Imagery	maid of honor + girlfriend + uni + leaving
974	IT16GH	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Imagery	petting + rocking + baby + love
975	IT16GH	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Imagery	culture + abroad + friends + travel + learn
976	IT16GH	Zimerhubst	neu	Die körperliche Trägheit nach einer Nacht mit zu wenig Schlaf.	Imagery	compassion + caring + love + friendship
977	IT16GH	Mege	neu	Zur Kenntnis nehmen, dass jemand alle seine Aufgaben erfüllt hat.	Imagery	surprise + joy + lost
978	IT16GH	Ferandsor	emo	Die Angst, jemandem zu vertrauen und verletzt zu werden, aufgrund von schlechten Erfahrungen.	Imagery	rolling around + uncomfortable + worry + fear + panic
979	IT16GH	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Imagery	excitement + travel fever + excitement + fun + joy
980	IT16GH	Wunicher	neu	Der Versuch, eine Begegnung mit einer bestimmten Person zu umgehen.	Imagery	diary + reflect + write + think
981	IT16GH	Preier	neu	Ein Angebot ablehnen, das man eigentlich wahrnehmen möchte.	Imagery	training + football + university + study
982	IT16GH	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Imagery	escalator + push away + annoying
983	IT16GH	Skibt	emo	Das Glück, das man empfindet, wenn man die Freude anderer Menschen teilt.	Imagery	mistake + foresight + learn
984	IT16GH	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Imagery	finances + weight + planning + determination + stress
985	IT16GH	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Imagery	blushing + shy + awkward + exciting + crush
986	IT16GH	Zwelde	neu	Die Erinnerung an einen Traum nach dem Aufwachen.	Imagery	lying + staying home + work
987	IT16GH	Glühm	emo	Vorgeben außer Haus zu sein, wenn es an der Tür klopft, und hoffen, dass die Person geht.	Imagery	massage + relaxation + friend + love + wellness
988	IT16GH	Enkmitas	neu	Der kurze Moment, wenn einem ein Wort entfallen ist, das man eigentlich kennt.	Imagery	sleep + read + eat + loner + sister
989	IT16GH	Herklögen	neu	In Gesellschaft anderer Personen sein, die man kennt.	Imagery	swarm + relaxed + well rested
990	IT16GH	Namistell	emo	Die angenehme Überraschung, zufällig etwas Schönes zu finden.	Imagery	friend + best friend + play + laugh + cuddle
991	IT16GH	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Imagery	shame + uncomfortable + strangers + food
992	IT16GH	Iberletsch	emo	Das Verlangen, eine geliebte Person innig zu küssen.	Imagery	fear + panic + death + family
993	IT16GH	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Imagery	girlfriend + food + cake + pizza
994	IT16GH	Häugnung	emo	Das Gefühl der Wärme, wenn man eine romantische Geste miterlebt hat.	Imagery	series look + uncertain + dark
995	IT16GH	Ismiprämpf	neu	Wenn man davon ausgeht, dass jemand zu Besuch kommt, und regelmäßig prüft, ob die Person angekommen ist.	Imagery	excitement + test + application + uncomfortable + fear
996	HM19HG	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Imagery	search for knowledge + neutral feeling + anger because you don't know + motivation to close gaps in knowledge
997	HM19HG	Neif	neu	Ressourcen und Fähigkeiten in die Umsetzung einer Idee investieren.	Imagery	courage + effort + anticipation + self-confidence but also fears of failure + sometimes feeling of being alone
998	HM19HG	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Imagery	depends on interaction + nice + bad + happy + sad + melancholic
999	HM19HG	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Imagery	unrealistic and naive + dreamy + misconception of love + affection + sympathy
1000	HM19HG	Wunicher	neu	Der Versuch, eine Begegnung mit einer bestimmten Person zu umgehen.	Imagery	reminiscent of depression + otherwise dramatic person + over the top + inner child conflict
1001	HM19HG	Rugliebast	neu	Mental ein zukünftiges Gespräch im Kopf durchspielen, um sich darauf vorzubereiten.	Imagery	don't feel any frustration, rather a neutral feeling if it doesn't occur to you, it's not bad either
1002	HM19HG	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Imagery	i do not know
1003	HM19HG	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Imagery	discomfort + envy but also a feeling of well-being to see it in others
1004	HM19HG	Iberletsch	emo	Das Verlangen, eine geliebte Person innig zu küssen.	Imagery	exhausting + embarrassing if you use the wrong word or the words are missing + but also enjoy entertainment that works
1005	HM19HG	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Imagery	comes down to the feeling of sometimes compassion and sadness but also joy and fun
1006	HM19HG	Glühm	emo	Vorgeben außer Haus zu sein, wenn es an der Tür klopft, und hoffen, dass die Person geht.	Imagery	happy + money + old things from before + sorting out + tidying up
1007	HM19HG	Enkmitas	neu	Der kurze Moment, wenn einem ein Wort entfallen ist, das man eigentlich kennt.	Imagery	exhausted + hardly any self-confidence + insecure + everything seems exhausting + even the smallest movement
1008	HM19HG	Preier	neu	Ein Angebot ablehnen, das man eigentlich wahrnehmen möchte.	Imagery	exciting + tense + anticipation + wanderlust
1009	HM19HG	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Imagery	buddhism + meditation + self-knowledge + self-reflection + expansion of consciousness development step
1010	HM19HG	Häugnung	emo	Das Gefühl der Wärme, wenn man eine romantische Geste miterlebt hat.	Imagery	bit annoying + success + be satisfied
1011	HM19HG	Namistell	emo	Die angenehme Überraschung, zufällig etwas Schönes zu finden.	Imagery	unpleasant + sexual desire, but beautiful
1012	HM19HG	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Imagery	take responsibility for your own life
1013	HM19HG	Ferandsor	emo	Die Angst, jemandem zu vertrauen und verletzt zu werden, aufgrund von schlechten Erfahrungen.	Imagery	joy + great feeling + self-affirmation
1014	HM19HG	Herklögen	neu	In Gesellschaft anderer Personen sein, die man kennt.	Imagery	sometimes nice sometimes weird
1015	HM19HG	Skibt	emo	Das Glück, das man empfindet, wenn man die Freude anderer Menschen teilt.	Imagery	bad feeling + avoidance + discomfort
1016	HM19HG	Mege	neu	Zur Kenntnis nehmen, dass jemand alle seine Aufgaben erfüllt hat.	Imagery	couch + bed + yoga + sunday + doing things together separately in a shared apartment
1017	HM19HG	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Imagery	not sympathetic to other people + rest and relaxation + differentiation from others
1018	HM19HG	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Imagery	rested + satisfied + fit + balanced
1019	HM19HG	Wumeizauch	neu	Von jemandem einen Ratschlag erhalten, ohne danach gefragt zu haben.	Imagery	absolutely nonsensical + childlike behavior + hardly any self-confidence + you should stand by your interests and needs
1020	HM19HG	Odef	emo	Der Stolz, wenn man erkennt, dass man sich in die richtige Richtung entwickelt hat.	Imagery	signs of depression + overwhelming feeling + you don't know what to do + take countermeasures + do something that distracts + take responsibility + cultivate your emotional world
1021	HM19HG	Ismiprämpf	neu	Wenn man davon ausgeht, dass jemand zu Besuch kommt, und regelmäßig prüft, ob die Person angekommen ist.	Imagery	useless + funny + i wouldn't check all the time, i know when it's coming
1022	HM19HG	Vul	emo	Die Beunruhigung und Angespanntheit, wenn man sich den Kopf über etwas zerbricht.	Imagery	i've never done + nonsensical + i can not understand
1023	HM19HG	Bingsemöl	emo	Wenn man zwanghaft eine Tätigkeit wiederholt, weil man sie perfekt beherrschen will.	Imagery	exhausting + nervous + hardly any sleep + constant thoughts but also success + well thought out + words at the ready for conversation
1024	RN13LG	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Control	exhausting + tiring + compulsive
1025	RN13LG	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Control	commitment + perfection + joy + meaningfulness + production + implementation + creativity + success
1026	RN13LG	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Control	annoying + useful + experience + enrichment + inappropriate + pushy + impolite + helpful + cross-border
1027	RN13LG	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Control	love + romance + restaurant + happiness + memory
1028	RN13LG	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Control	(pre)joy + excitement + tingling + tension + boredom + worry
1029	RN13LG	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Control	exaggeration + actionism + insecurity + nervousness + experience + cause + inappropriate
1030	RN13LG	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Control	despair + resentment + impatience + annoyance + amusing + charming + unsorted
1031	RN13LG	Zwelde	neu	Die Erinnerung an einen Traum nach dem Aufwachen.	Control	contentment + pride + successful + diligence + discipline + willpower + completeness + attention + praise
1032	RN13LG	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Control	contentment + security + love + family
1033	RN13LG	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Control	shame + competence + confidence + lectures + expectations + evaluations + understanding
1034	RN13LG	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Control	hope + joy + pride + belonging + friendship + love + community + beauty
1035	RN13LG	Zimerhubst	neu	Die körperliche Trägheit nach einer Nacht mit zu wenig Schlaf.	Control	unexpected + happiness + reward + joy
