	VP_Code	word	emotionality	definition	group	features
914	ES29WL	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	stolz + To-Do-Liste + Sorglosigkeit + weniger Arbeit + Aufgabenverteilung + Verantwortung übernehmen + passiert zu selten + seinen Teil beitragen + Gelassenheit
915	ES29WL	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	Geborgenheit + Erziehung + Liebe + zu hause + umsorgen + langfristig + Verantwortung + altern + wird weitergegeben + Evolution + angeboren + überleben + streicheln + umarmen
916	ES29WL	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	unsicher + Kommunikation + Angst + Sorge + peinlich + lernen + Schule + Unterricht + blamieren + Druck + Urlaub + vergessen
917	ES29WL	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	Liebespaare + Familien + Filme + Kitsch + Erfolge + Entwicklungen + Sorglosigkeit + Vorfreude + Neid + Traum erfüllen
918	ES29WL	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	Große Freude + verschönert den Moment und Tag + in Erinnerungen schwelgen + neuer Nutzen + umräumen + vermisst geglaubtes zurückfinden + Kleidung + Schmuck + essen + Geld
919	ES29WL	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	Schmerzen + träge + gerädert + Kopfschmerzen + durchgemacht + Wecker zu früh + zieht sich durch den Tag + wichtige Abgabe + zu lange am PC + trockener Mund + Energie fehlt + Stress
920	ES29WL	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	Planungen + Urlaub + fliegen + Roadtrip + Partner + Freunde + proviant + Sommer + Strand + neues Kapitel + Nervosität + Chancen + Ungewissheit + Fremdes
921	ES29WL	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	Wut + man bereut es + wünscht sich zurück + um besser zu machen + Streit + Versagen + sich vergeben + neue Ziele + Ehrgeiz + Erwartungen anderer + Vergleich mit anderen + Selbstbild + Stolz verletzt
922	ES29WL	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	Druck + Stress + Ehrgeiz + beweisen wollen + Perfektionismus + prahlen + angeben + Schmerz + Anstrengung + Talent + Zeit investieren + Erfolg + lohnt sich
923	ES29WL	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	Speichel + Mund + Liebe + Romantik + Sex + Liebesfilme + Lippen + Tagträume + Vorfreude + Partner + Schwarm + Intimität
924	ES29WL	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	Sorglosigkeit + nach vorne blicken + Studium + Beruf + Ziele erreichen + auf Erreichtes zurückblicken + Mut fassen + genau abwägen + mit anderen teilen + neuer Lebensabschnitt + nicht immer einfach + Dinge zurücklassen + Hilfe von anderen + stolz auf sich sein
925	ES29WL	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	Entwicklung + Beruf + Studium + Körper + zurückblicken + Kraft tanken + Erfahrungen machen + langer Prozess + oft erst sehr spät + Dinge zurücklassen + Ehrgeiz + streben
926	ES29WL	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	Spannung + Liebe + verknallt sein + sich nicht trauen + es bereuen + sich ein Herz fassen + Gedanken + hoffen + Mut + Schwarm + Tagträume
927	ES29WL	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	Angst + Sorge + unangenehm + Konflikte + schlechte Erfahrungen + Kollegen + Freundeskreis + Expartner + Streit + Umwege machen + Nachbarn + nicht reden wollen + oftmals nicht gegenseitig
928	ES29WL	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	Regen + Ruhe + allein sein + Ewigkeit + sorglos + keine Pläne + schwer zu erzwingen + Nervosität ist Gegensatz + ziellos + rauschen + Gedanken hingeben + Ferne schauen
929	ES29WL	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	Ehre + stolz + distanziert + Zurückhaltung + Feindseeligkeit + aus dem Weg gehen + wieder gut machen + Liebe + Beziehungen + Freundschaften + miteinander reden + vergeben + jugendlich
930	ES29WL	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	abhängig vom Traum + wünscht sich zurück + Erleichterung + begleitet einen noch den Tag + bizarr + wenig Erinnerungen + bruchstückhaft + flüchtig + oft in Kindheit + personenabhängig
931	ES29WL	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	Spieleabend + Freunde + essen + Vorfreude + Erinnerungen teilen + Neuigkeiten erzählen + Restaurants + man vergisst die Zeit + Feierlichkeiten + wertvoll + Geborgenheit + man selbst sein + Humor und lachen
932	ES29WL	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	stolz + Zurückhaltung + andere schonen wollen + bereut es + Stress vermeiden + nicht zur Last fallen + nicht trauen + vergeben + Angst + Sorge
933	ES29WL	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	Sorge + unerklärlich + Ursachensuche + meist körperlich + in sich hineinhören + weiter beobachten + Schmerzen + unterbewusste Prozesse + seltsame Gedanken
934	ES29WL	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	Vorfreude + Pläne + langes Warten + Geschenke + Lieferungen + Sorge + Angst zu verpassen + übernachten + Wiedervereinigung + Nervosität
935	ES29WL	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	Nervosität + Stille + innehalten + Nachbarn + Postbote + in Ruhe gelassen werden + abends + nicht angezogen + keine Lust + Wochenende
936	ES29WL	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	Nervosität + Sorge + Perfektionismus + sicher wirken + unsicher lange vorher + Erledigungen + Behörden + nichts vergessen + Spontanität + Vorträge + Planung
937	SL14BP	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	logisch + notwendig + erwachsen + objektiv + Betrachtung + Blickwinkel + situationsabhängige Qual
938	SL14BP	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	Hilfe + Sozial + Kinder + Spenden + arbeiten + Stolz + hartnäckig + Ziel + Gemeinsam
939	SL14BP	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	Nervig + unnötig + lästig + Mama
940	SL14BP	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	Komisch + Befremdlich
941	SL14BP	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	Kitsch + blöd
942	SL14BP	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	spontan + unerklärlich + Temperament + unkontrolliert + Ausrutscher + Fehler
943	SL14BP	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	nervig + nervenaufreibend
944	SL14BP	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	Arbeit + Eltern + Uni + Dozenten + Vertrauen + Zuverlässlichkeit
945	SL14BP	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	Disziplin + Anstrengung + Prozess + Belohnung + Freund + Italien
946	SL14BP	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	Fürsorge + Empathie + Menschlichkeit + Liebe + Hilfsbereitschaft
947	SL14BP	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	Geld + Partner + Fotos + Briefe + Kleidungsstück + Kiste + Keller
948	SL14BP	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	Gedanken + Stress + Analyse + Reflexion + Augenringe + Trauer + Schlechte Laune + Müde
949	SL14BP	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	Vorfreude + Packen + Koffer + Strand + Cocktails + Wärme + Unbefangen + Frei + Leben + Hoffnung + Entspannung
950	SL14BP	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	Reflexion + Monolog + Größe + Notwendig + Inne halten + Wachstum
951	SL14BP	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	hartnäckig + resistent + Motivation + Disziplin + Stärke + Belohnung
952	SL14BP	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	Nähe + Zuneigung + Liebe + Interesse + Leidenschaft + Sex + Fürsorge + trösten + lachen + tanzen
953	SL14BP	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	unvermeidbar + logisch + Vorsicht
954	SL14BP	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	Glück + Freude + Stolz + Sieg + Erfolg
955	SL14BP	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	Zwischenmenschliche + Wortlos + Instinkt + Körpersprache
956	SL14BP	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	Stress + unangenehm + kindisch + unnötig
957	SL14BP	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	Frieden + Ruhe + Urlaub + träumen
958	SL14BP	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	isoliert + allein + Ruhe + Reflexion + Selbstfindung + Selbstliebe + Meditation
959	SL14BP	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	Gedanken + verloren + friedlich + ruhig + Sommerwiese + Urlaub + angenehm
960	SL14BP	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	Liebe + Wärme + Nähe + wohlfühlen + Sicherheit
961	SL14BP	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	Kindisch + Kommunikation + Transparenz + Lüge + Offenheit
962	SL14BP	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	Depression + Angst + Verlust + unerklärlich + Emotionen + Welle + Hormone
963	SL14BP	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	Tante + Freude + Glück + Umarmung + Aufregung + Positiv
964	SL14BP	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	Post + Unerwartet + ignorieren + Unwohl
965	SL14BP	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	Arbeit + Stress + Panik + Prüfung + Versagen + Angst
966	IT16GH	Wumeizauch	neu	Von jemandem einen Ratschlag erhalten, ohne danach gefragt zu haben.	Imagery	Fragen + fehlende Recherche + Team + telefonieren
967	IT16GH	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Imagery	Altenheimprojekt + Website + helfen
968	IT16GH	Odef	emo	Der Stolz, wenn man erkennt, dass man sich in die richtige Richtung entwickelt hat.	Imagery	Einkaufen + Kinderversorgung + nervig
969	IT16GH	Neif	neu	Ressourcen und Fähigkeiten in die Umsetzung einer Idee investieren.	Imagery	Emotional + Vorstellung
970	IT16GH	Rugliebast	neu	Mental ein zukünftiges Gespräch im Kopf durchspielen, um sich darauf vorzubereiten.	Imagery	unwahrscheinlich + selten + Liebe + Freund
971	IT16GH	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Imagery	Schlechte Laune + weinen + unhöflich + Handy aufladen
972	IT16GH	Vul	emo	Die Beunruhigung und Angespanntheit, wenn man sich den Kopf über etwas zerbricht.	Imagery	Fremdsprache + Englisch + Freunde + nervig
973	IT16GH	Bingsemöl	emo	Wenn man zwanghaft eine Tätigkeit wiederholt, weil man sie perfekt beherrschen will.	Imagery	Trauzeugin + Freundin + Uni + Verlassen
974	IT16GH	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Imagery	Streicheln + schaukeln + Baby + Liebe
975	IT16GH	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Imagery	Kultur + Ausland + Freunde + Reisen + lernen
976	IT16GH	Zimerhubst	neu	Die körperliche Trägheit nach einer Nacht mit zu wenig Schlaf.	Imagery	Mitleid + Fürsorge + Liebe + Freundschaft
977	IT16GH	Mege	neu	Zur Kenntnis nehmen, dass jemand alle seine Aufgaben erfüllt hat.	Imagery	Überraschung + Freude + Verlorenes
978	IT16GH	Ferandsor	emo	Die Angst, jemandem zu vertrauen und verletzt zu werden, aufgrund von schlechten Erfahrungen.	Imagery	umherwälzen + unbequem + Sorgen + Angst + Panik
979	IT16GH	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Imagery	Aufregung + Reisefieber + Spannung + Spaß + Freude
980	IT16GH	Wunicher	neu	Der Versuch, eine Begegnung mit einer bestimmten Person zu umgehen.	Imagery	Tagebuch + reflektieren + schreiben + denken
981	IT16GH	Preier	neu	Ein Angebot ablehnen, das man eigentlich wahrnehmen möchte.	Imagery	Training + Fußball + Uni + lernen
982	IT16GH	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Imagery	Rolltreppe + wegdrücken + nervig
983	IT16GH	Skibt	emo	Das Glück, das man empfindet, wenn man die Freude anderer Menschen teilt.	Imagery	Fehler + Voraussicht + lernen
984	IT16GH	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Imagery	Finanzen + Gewicht + planen + Zielstrebigkeit + Stress
985	IT16GH	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Imagery	Erröten + schüchtern + unangenehm + aufregend + Schwarm
986	IT16GH	Zwelde	neu	Die Erinnerung an einen Traum nach dem Aufwachen.	Imagery	Lügen + zuhause bleiben + Arbeit
987	IT16GH	Glühm	emo	Vorgeben außer Haus zu sein, wenn es an der Tür klopft, und hoffen, dass die Person geht.	Imagery	Massage + Entspannung + Freund + Liebe + Wellness
988	IT16GH	Enkmitas	neu	Der kurze Moment, wenn einem ein Wort entfallen ist, das man eigentlich kennt.	Imagery	Schlafen + lesen + essen + Einzelgänger + Schwester
989	IT16GH	Herklögen	neu	In Gesellschaft anderer Personen sein, die man kennt.	Imagery	Schwarm + entspannt + ausgeschlafen
990	IT16GH	Namistell	emo	Die angenehme Überraschung, zufällig etwas Schönes zu finden.	Imagery	Freund + Beste Freundin + spielen + lachen + kuscheln
991	IT16GH	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Imagery	Scham + unangenehm + Fremde Personen + Essen
992	IT16GH	Iberletsch	emo	Das Verlangen, eine geliebte Person innig zu küssen.	Imagery	Angst + Panik + Tod + Familie
993	IT16GH	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Imagery	Freundin + Essen + Kuchen + Pizza
994	IT16GH	Häugnung	emo	Das Gefühl der Wärme, wenn man eine romantische Geste miterlebt hat.	Imagery	Serie schauen + unsicher + dunkel
995	IT16GH	Ismiprämpf	neu	Wenn man davon ausgeht, dass jemand zu Besuch kommt, und regelmäßig prüft, ob die Person angekommen ist.	Imagery	Aufregung + Test + Bewerbung + unangenehm + Angst
996	HM19HG	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Imagery	Suche nach Wissen + neutrales Gefühl + Ärger weil man es nicht weiß + Motivation Wissenslücke zu schließen
997	HM19HG	Neif	neu	Ressourcen und Fähigkeiten in die Umsetzung einer Idee investieren.	Imagery	Mut + Anstrengnung + Vorfreude + Selbstbewusstsein stärken aber auch Ängste zu scheitern + manchmal Gefühl von Alleinsein
998	HM19HG	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Imagery	kommt auf Interaktion an + schön + schlecht + fröhlich + traurig + melancholisch 
999	HM19HG	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Imagery	unrealistisch und naiv + träumerisch + falsche Vorstellung von Liebe + Zuneigung + Sympathie
1000	HM19HG	Wunicher	neu	Der Versuch, eine Begegnung mit einer bestimmten Person zu umgehen.	Imagery	erinnert an Depression + ansonsten dramatische Person + übertrieben + inneres Kind Konflikt
1001	HM19HG	Rugliebast	neu	Mental ein zukünftiges Gespräch im Kopf durchspielen, um sich darauf vorzubereiten.	Imagery	empfinde dabei keine Frustration eher neutrales Gefühl wenn es nicht einfällt auch nicht schlimm
1002	HM19HG	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Imagery	weiß ich nicht
1003	HM19HG	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Imagery	Unbehagen + Neid aber auch Wohlgefühl es bei anderen zu sehen
1004	HM19HG	Iberletsch	emo	Das Verlangen, eine geliebte Person innig zu küssen.	Imagery	anstrengend + peinlich wenn man falsches Wort benutzt oder die Worte fehlen + aber auch Freude bei Unterhaltung die funktioniert
1005	HM19HG	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Imagery	kommt auf das Gefühl, an manchmal Mitgefühl und traurig aber auch Freude und Spaß
1006	HM19HG	Glühm	emo	Vorgeben außer Haus zu sein, wenn es an der Tür klopft, und hoffen, dass die Person geht.	Imagery	fröhlich + Geld + alte Sachen von früher + aussortieren + aufräumen
1007	HM19HG	Enkmitas	neu	Der kurze Moment, wenn einem ein Wort entfallen ist, das man eigentlich kennt.	Imagery	erschöpft + kaum Selbstbewusstsein + unsicher + alles wirkt anstrengend + selbst kleinster Handgriff
1008	HM19HG	Preier	neu	Ein Angebot ablehnen, das man eigentlich wahrnehmen möchte.	Imagery	Aufregend + angespannt + Vorfreude + Reiselust 
1009	HM19HG	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Imagery	Buddhismus + Meditation + Selbsterkenntnis + Selbstreflexion + Bewusstseinserweiterung Entwicklungsschritt
1010	HM19HG	Häugnung	emo	Das Gefühl der Wärme, wenn man eine romantische Geste miterlebt hat.	Imagery	 bisschen nervig + Erfolg + zufrieden sein 
1011	HM19HG	Namistell	emo	Die angenehme Überraschung, zufällig etwas Schönes zu finden.	Imagery	unangenehm + sexuelles Verlangen, jedoch schön
1012	HM19HG	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Imagery	Verantwortung für das eigene Leben übernehmen
1013	HM19HG	Ferandsor	emo	Die Angst, jemandem zu vertrauen und verletzt zu werden, aufgrund von schlechten Erfahrungen.	Imagery	Freude + tolles Gefühl + Selbstbestätigung
1014	HM19HG	Herklögen	neu	In Gesellschaft anderer Personen sein, die man kennt.	Imagery	manchmal nett manchmal komisch
1015	HM19HG	Skibt	emo	Das Glück, das man empfindet, wenn man die Freude anderer Menschen teilt.	Imagery	schlechtes Gefühl + Vermeidung + Unbehagen
1016	HM19HG	Mege	neu	Zur Kenntnis nehmen, dass jemand alle seine Aufgaben erfüllt hat.	Imagery	 Couch + Bett + Yoga + Sonntag + zusammen getrennt dinge machen in gemeinsamer Wohnung
1017	HM19HG	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Imagery	unsympathisch an anderen Menschen + Ruhe und Erholung + Abgrenzung von anderen 
1018	HM19HG	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Imagery	Ausgeruht + zufrieden + fit + ausgeglichen
1019	HM19HG	Wumeizauch	neu	Von jemandem einen Ratschlag erhalten, ohne danach gefragt zu haben.	Imagery	absolut unsinnig + kindliches Verhalten + kaum Selbstbewusstsein + man sollte zu seinen Interessen und Bedürfnissen stehen
1020	HM19HG	Odef	emo	Der Stolz, wenn man erkennt, dass man sich in die richtige Richtung entwickelt hat.	Imagery	Anzeichen einer Depression + überwältigendes Gefühl + man weiß nicht was man tun soll + gegensteuern + etwas unternehmen was ablenkt + eigenverantwortlich + Gefühlswelt pflegen
1021	HM19HG	Ismiprämpf	neu	Wenn man davon ausgeht, dass jemand zu Besuch kommt, und regelmäßig prüft, ob die Person angekommen ist.	Imagery	unnütz + komisch + ich würde nicht ständig prüfen weiß ja wann sie kommt
1022	HM19HG	Vul	emo	Die Beunruhigung und Angespanntheit, wenn man sich den Kopf über etwas zerbricht.	Imagery	hab ich noch nie gemacht + unsinnig + kann ich nicht nachvollziehen
1023	HM19HG	Bingsemöl	emo	Wenn man zwanghaft eine Tätigkeit wiederholt, weil man sie perfekt beherrschen will.	Imagery	Anstrengend + nervös + kaum Schlaf + ständige Gedanken aber auch Erfolg + gut durchdacht + bei Unterhaltung Wörter parat
1024	RN13LG	Bisknirgo	neu	Ein ruhiger, unbewegter Zustand, in dem man frei von äußeren Einflüssen ist.	Control	anstrengend + ermüdend + zwanghaft
1025	RN13LG	Weforshank	emo	Die liebevolle und warme Nähe zwischen Eltern und ihren Kindern.	Control	Einsatz + Perfektion + Freude + Sinnhaftigkeit + Herstellen + Umsetzung + Kreativität + Erfolg
1026	RN13LG	Bismirbiel	neu	Eine ausgeprägte Reaktion auf einen subtilen Auslöser zeigen.	Control	nervig + sinnvoll + Erfahrung + Bereicherung + Unpassend + aufdringlich + unhöflich + hilfsbereit + grenzüberschreitend
1027	RN13LG	Muschürdur	neu	Eine Empfindung an sich bemerken, die grundlos auftritt.	Control	Liebe + Romantik + Restaurant + Glück + Erinnerung
1028	RN13LG	Mölauzegt	emo	Die Frustration, wenn man wütend und unzufrieden mit sich selbst ist.	Control	(Vor)Freude + Aufregung + Kribbeln + Spannung + Langeweile + Sorge
1029	RN13LG	Faube	emo	Der Blickkontakt, den zwei Personen teilen, während beide darauf hoffen, dass die andere Person den ersten Schritt macht.	Control	Übertreibung + Aktionismus + Unsicherheit + Nervosität + Erfahrung + Ursache + unangemessen
1030	RN13LG	Plüpp	emo	Die Hemmung, wenn man eine Sprache spricht, in der man sich unsicher fühlt.	Control	Verzweiflung + Unmut + Ungeduld + Ärgernis + amüsant + charmant + unsortiert
1031	RN13LG	Zwelde	neu	Die Erinnerung an einen Traum nach dem Aufwachen.	Control	Zufriedenheit + Stolz + erfolgreich + Fleiß + Disziplin + Willenskraft + Vollständigkeit + Beachtung + Lob
1032	RN13LG	Wupforau	neu	Die Einschätzung, dass jemand, den man gerade kennengelernt hat, einem wieder begegnen wird.	Control	Zufriedenheit + Geborgenheit + Liebe + Familie
1033	RN13LG	Troff	emo	Das zufriedene Gefühl der Selbstbestimmtheit, wenn man eine wichtige Entscheidung getroffen hat.	Control	Scham + Kompetenz + Selbstbewusstsein + Vorträge + Erwartungen + Bewertungen + Verständnis
1034	RN13LG	Struk	emo	Die aufgeregte Vorfreude, bevor man eine lang ersehnte Reise antritt.	Control	Hoffnung + Freude + Stolz + Zugehörigkeit + Freundschaft + Liebe + Gemeinschaft + Schönheit
1035	RN13LG	Zimerhubst	neu	Die körperliche Trägheit nach einer Nacht mit zu wenig Schlaf.	Control	unerwartet + Glück + Belohnung + Freude
1036	RN13LG	Herklögen	neu	In Gesellschaft anderer Personen sein, die man kennt.	Control	Erschöpfung + anstrengend + Alter + Zeit + Ruhe + Kaffee
1037	RN13LG	Ferandsor	emo	Die Angst, jemandem zu vertrauen und verletzt zu werden, aufgrund von schlechten Erfahrungen.	Control	Aufregung + Abenteuer + Erfahrungen + Bahn + Schiff + Kultur + Bekanntschaften + Essen + Koffer + Dokumente + Kamera + Ungewissheit
1038	RN13LG	Preier	neu	Ein Angebot ablehnen, das man eigentlich wahrnehmen möchte.	Control	Schmerz + ungutes Gefühl + Vorwürfe + Scham + Leistung + Unfähigkeit + Angemessenheit
1039	RN13LG	Wunicher	neu	Der Versuch, eine Begegnung mit einer bestimmten Person zu umgehen.	Control	Übung + Leistungsdruck + Perfektion + Kontrolle + Willensstärke + Ziel
1040	RN13LG	Glühm	emo	Vorgeben außer Haus zu sein, wenn es an der Tür klopft, und hoffen, dass die Person geht.	Control	Freude + Lust + Schmetterlinge im Bauch + Spannung + Vorstellung + Nähe + Dankbarkeit
1041	RN13LG	Iberletsch	emo	Das Verlangen, eine geliebte Person innig zu küssen.	Control	Autonomie + Zukunft + richtungsweisend + Sein + Erfahrung + Wachstum + Unabhängigkeit + Freiheit + Charakter
1042	RN13LG	Neif	neu	Ressourcen und Fähigkeiten in die Umsetzung einer Idee investieren.	Control	Rückblick + Persönlichkeit + Ziele + Herausforderungen + Wachstum + Autonomie + Erfolg + Glück + Dankbarkeit
1043	RN13LG	Odef	emo	Der Stolz, wenn man erkennt, dass man sich in die richtige Richtung entwickelt hat.	Control	Freude + Verlegenheit + Spannung + Aufregung + Ungeduld + Leben
1044	RN13LG	Enkmitas	neu	Der kurze Moment, wenn einem ein Wort entfallen ist, das man eigentlich kennt.	Control	herausfordernd + unangenehm + Aufmerksamkeit + Unwahrheiten + Stress + Angst + Wut + Unsicherheit + Geduld
1045	RN13LG	Ismiprämpf	neu	Wenn man davon ausgeht, dass jemand zu Besuch kommt, und regelmäßig prüft, ob die Person angekommen ist.	Control	Meditation + Ruhe + Balance + Freiheit + Einkehr + Zeit + Entspannung
1046	RN13LG	Häugnung	emo	Das Gefühl der Wärme, wenn man eine romantische Geste miterlebt hat.	Control	Vergangenheit + Enttäuschung + Verletzung + Zukunft + Beziehung + Kontakte + Schmerz + Ungerechtigkeit
1047	RN13LG	Rugliebast	neu	Mental ein zukünftiges Gespräch im Kopf durchspielen, um sich darauf vorzubereiten.	Control	selten + Interessant + Bedeutung + diffus + kurz
1048	RN13LG	Bingsemöl	emo	Wenn man zwanghaft eine Tätigkeit wiederholt, weil man sie perfekt beherrschen will.	Control	Wärme + Gespräche + Austausch + Glück + Zufriedenheit + Zugehörigkeit + Zeit + Erinnerungen + Spaß
1049	RN13LG	Vul	emo	Die Beunruhigung und Angespanntheit, wenn man sich den Kopf über etwas zerbricht.	Control	Moral + Gewissen + Anstand + Stolz + Höflichkeit
1050	RN13LG	Skibt	emo	Das Glück, das man empfindet, wenn man die Freude anderer Menschen teilt.	Control	ungewohnt + Erstaunen + Neugier + Sorge
1051	RN13LG	Mege	neu	Zur Kenntnis nehmen, dass jemand alle seine Aufgaben erfüllt hat.	Control	einschränkend + Zwang + Ungeduld + Zeit steht still + Aufmerksamkeit + Konzentration + Erwartung
