	Name	Emotionalität	Definition	Assoziationen	Index der Scores	Durchschnittsindex
34	Odef	neu	The realization that you have evolved in the direction you envisioned.	"['Contentment, Pride, Goal, Confidence, Joy, Hard Work, New', 'Worries, feelings, doubts, fears, thoughts, insomnia', 'listening, insecurity', 'Uncertainty, patience, tension, consideration', 'lusche', 'strange, transient, physicality', 'wanderlust, longing, anticipation is the most beautiful joy, i also want, relaxation, packing my suitcase, planning my trip, experiences, memories, precious, maturity, family, friends, culture', 'annoying, overbearing, inappropriate, rude, getting angry, being polite, mansplaining, belittling, disrespectful', ""Excitement, go away, don't want, fear, dislike, be quiet, dead quiet"", 'preparation, training', 'Love, desire, movies, suspense, embarrassing, blushing, lips, heartbeat, imagination, friends, saliva, smacking, uncomfortable', 'death, love, faith', 'positive, motivating, pride, sports, university, personality, friends, family, being tidy', 'Parents, relationship, important, love, closeness, connectedness, safe, security, trust, childhood', 'Anticipation, packing, planning, booking, excitement, being jittery', 'anger sadness accidental problem not so important outburst scream blush', 'memory, look, help, rub off, connectedness', ""unpleasant, avoidance, I don't want to, repression, politeness, respect, shame, guilt, please don't, rumbling in your stomach, no conflict action, conflict avoidance"", 'Feeling unwell, fear, oral exam, abroad, vacation, embarrassment', 'Excitement, irritability, annoyance, fear, brooding, being still, hope', 'trust, security, joy, relief, job, task, goals, gaining experience, applying experience', 'tired, heavy eyes, bad mood, slept badly, hangover, unproductive day, body aches, headaches, unmotivated', 'Unexpected, Money in the pocket, Positive prediction error, Something good is finally happening, Nice', 'Brooding, nervousness, thinking agitatedly, forgetfulness, tension, inner restlessness, feeling of trepidation', 'Humanity, interpersonal relationship, important, mirror neurons, empathy h being built on the water, sometimes exhausting to feel with, deadening through social media', ""Smile, walk up, look away, oh no... don't talk to me..., hope, embarrassing"", ', relaxation, calm, all good, no stress, happiness, vacation, bliss', 'reaction, exaggerate, surprise, inappropriate', 'Palpitations, elated, curiosity, joy, exhilaration, being a little hyper, ignoring other problems, cloud 7', 'introvert, calm, alone, lonely, cold, harmony, relaxation', 'Control, prevention, routine, planning', 'Anger, one regrets it, wishes oneself back to do better, argument, failure, forgiving oneself, new goals, ambition, expectations of others, comparison with others, self-image, hurt pride', 'Caring, empathy, humanity, love, helpfulness']"	[[180, 1666, 1589, 1048, 224, 1111, 838, 1682, 1846, 548, 1098, 1742, 712, 740, 1008, 1377, 898, 318, 1717, 1564, 467, 1399, 962, 1273, 1275, 540, 1458, 533, 789, 482, 1263, 736]]	1033.84375
35	Odef	emo	The pride when you realize that you have developed in the right direction.	"[""Shopping children's supplies annoying"", ""signs of depression overwhelming feeling, you don't know what to do, take countermeasures and do something that distracts, take care of your emotional world on your own responsibility"", 'Joy, embarrassment, tension, excitement, impatience, life', 'interesting, dream diary, wanting to go back to sleep, thinking about the dream, like a good film, lively, joy, nightmare, reality, surreal, lively, hidden', 'inappropriate, or helpful, from behind, excuse me, tip, rarely seen, unusual, rude, elderly', 'proud, relief, sublime, courageous, zest for action', 'men, relationships, bonding, sex, letting go', 'crappy, annoying, headache, feeling flabby, not ready for the day, heavy body, craving for caffeine', 'Proud, Creative', 'Annoyed, amazed, grateful, ambivalent, know-it-all, authority, derogatory, friendly, useful, annoying, superfluous', 'avoiding, uncomfortable, avoidance, conflict of interest, disagreement', 'Trust, well-being, friendship, love', 'Love, butterflies, feelings of happiness, joy', 'possibly annoying, sometimes useful, depending on the situation', ', Waiting period', 'Wait, coffee, look at the phone', 'gratitude, appreciation, love, hug, happiness, warmth, laughter, smile, contentment, being at home', ', Security, do not have to pretend, calm', 'Reflect', 'reliability, calm, serenity, confidence, professionalism, pillar, partner', 'Love, security, closeness, belonging, warm, forever, heart, limitless, connected', 'lazy, shy, unsure, alone, stay, house, hallway, noise', 'calm, happiness, being one, yoga, rare, peaceful, secure, without rushing, for oneself, individually different, happy place', 'Need help, insecurity, insight', 'Empathy, treat, love, friendship, happy', 'ohm, yoga, meditation, bed, relax, rest, alone, calm, relaxed, lying down, eyes closed, spread out', ', boredom, stress, listless', 'Confirmation, fulfillment, perspective, joyful, successful', 'rest, meditate, relaxed, in yourself, no thoughts', 'overthinking, young people, often, exhausting, planning, thinking, acting out', 'Uncomfortable thinking, standing on the hose, looking at the ground, looking for synonyms, paraphrasing', 'Studies, career, relationship, religion, personality, strength, self-confidence', 'Love, affection, security, attachment, trust']"	[[1943, 1694, 287, 1829, 177, 1316, 1911, 159, 952, 1400, 1200, 949, 838, 1090, 1266, 820, 1058, 139, 506, 832, 1735, 256, 1661, 781, 372, 1779, 17, 1178, 1659, 1074, 593, 891]]	1011.3125
36	Skibt	neu	The state one gets when sharing other people's feelings.	"['Fear, nervousness, sadness, loneliness, tired, bed, lying down, stress', 'Family, bond, parent, safe, contentment, love, help, touch, unconditional, affection, trust', 'Fatigue, dissatisfaction, bad dream, waking up, light sleep', 'Stress, restlessness, exhaustion, worries, tiredness, dissatisfied, irritated', 'Self-efficacy, pride, self-determination', 'tired, exhausting day, coffee, slower than usual, either night was great, or you are annoyed that you stayed up so long', 'Basic trust, love, affection, security, family, security, growing up, breastfeeding, education', 'Desire, physical attraction, sexual arousal, attractiveness, excitement, joy', 'Romantic, close, intense', 'small talk, awkward, smiling, anticipation, fear, annoying, detour, nice, potential friends, in love, indifferent', 'Despair', 'good feeling, teamwork, help, share', 'Tidying up the room, beautiful, memories, childhood, money, happiness, looking forward, unexpected, missing, feelings', 'empathizing with others, envy, comparison, self-reflection', ""Desire, countermeasures, hide, don't report, turn off cell phone, be alone, hesitate, feel unwell, thoughts, anger, sadness"", 'Excitement, tension, control, tremors, adrenaline, fear', ', beautiful, unreal, wanting to go back, not wanting to wake up properly, lost in thought, what was that, unpleasant, repression, nauseous feeling, disoriented, why am I dreaming something like that, what is that trying to tell me, do I want n', 'tension, daydreams, unrealistic, control, plan, security,', 'Nerd, guilty, procrastinated, nerd, disciplined, lazy', 'hope, energy, tension, challenge, task, support, job, colleagues, relocation, conflict, communication, phone call, discuss', 'Excitement, uncertainty, anticipation, courage, intense', 'Failure, fear of failure, perfectionism, being creative, feeling like a failure, I have to make it, you keep getting worse', 'Tired, oversleepy, sluggish, bad start to the day, going out to celebrate, party, Netflix, guilty conscience, sleepy, nap', 'Neutral, positive, in self-actualization, negative in most other cases, consequence thinking less pronounced in adolescents, develops over the course of life', 'overexcited, uncomfortable afterwards especially, rocking up, angry, uncomfortable, howling with rage', ', , , , euphoria, diligence, joy, luck, commitment, giving everything, motivation, anticipation', 'insecurity, self protection, relationships, friendships, memories, past', 'Anticipation, excitement, planning, going through it, whether everything has been thought of, a bit stressful, hyper', 'disappointment, task, realization, logical thinking, aha moment', 'Joy, pride, knowledge, warmth, self-confidence', 'tension, love, being in love, not daring, regretting, taking heart, thoughts, hope, courage, crush, daydreams', 'Help, Social, Children, Donate, Work, Pride, Persistent, Goal, Together']"	[[1633, 159, 1083, 526, 797, 1268, 939, 1144, 720, 943, 1389, 9, 1384, 374, 1698, 754, 476, 924, 1125, 550, 762, 1814, 1664, 768, 306, 982, 456, 1541, 805, 547, 700]]	910.9677419354839
37	Skibt	emo	The happiness you feel when you share the happiness of other people.	"['Learn to anticipate mistakes', 'bad feeling, avoidance, discomfort', 'unfamiliar, astonishment, curiosity, concern', 'study, achievement, decisions, self worth, make parents proud, happy, skills, right choice', 'confusion, cause, why?, question, dull, weird, inexplicable, feeling, body', 'unwell, blocked, strange, reserved, trapped, fear', 'cool, admiration, flow, desire', ""rethink, be reflective, reflect on one's own perception"", 'desire, lust, control, fun, situation', 'Complacency, courage, self-efficacy, self-affirmation, anticipatory, secure, confident, confident, victorious', 'familiar, at home, sociable, familiar, to be more genuine', 'Fear, reluctance, dislike, discomfort, communication', 'Motivation, money, gym, retirement home, party, disco, karaoke night', 'Peace of mind, just breathe', ', Preparation for an example job interview', 'smile, nice feeling', 'fear, insecurity, headache, irrational', 'depression, sadness, , helplessness, wave of feelings, tired', 'serenity', 'interest, extraversion, sociability, understanding motives, empathy', 'Annoyed, forgetful, negative, annoyed, stupid, find again, memory, grab, strange, fall', 'Anticipation, heart, happiness, flight, suitcase, beach, pictures', 'Avoidance behavior, flight and avoidance, evasion, avoidance of confrontation, does not stand by its consequences, avoiding the situation does not avoid the problem, avoiding the problem, no solution, weakness', 'Excitement, excitement, joy, happiness, butterflies', 'proud, self-esteem, optimistic, strong, excited, insecure', 'Quarrel, smoking, worry, siblings, illness, exam, fear, insomnia, bed, not falling asleep, stupid, help', 'love, trust, affection', 'Movie doorbell waiting curiosity', 'excitement, joy or bad, friends', 'necessary, fine, closed, introverted, calm, quiet, thoughts, relaxation', 'Insecurity, compulsion, pride', 'Anger, doubt, failure, hopelessness, damage', 'Happiness, joy, positive, reward']"	[[450, 1699, 1187, 641, 1151, 1741, 355, 428, 1309, 611, 69, 1558, 1363, 500, 1736, 36, 1889, 1701, 307, 374, 1178, 977, 89, 536, 490, 1385, 631, 1179, 230, 544, 1694, 1876, 29]]	907.3636363636364
38	Mölauzegt	neu	Subjective evaluation directed inwards and towards oneself.	"['Seek information, decision, smart, frustration, wait and see', 'Ambition, proving yourself, zeal, learning, talent, practice, repetition, trying, success, failure, effort', 'Excitement, Happiness, Anticipation, Exhilaration, Checking', 'frustrating, standstill, information, level of knowledge', 'negative, brooding, worry, stress, depression', ""i actually want to, but i can't, considerate of others, make cutbacks in order to achieve my own goals, determined, a pity, you could miss out on something great"", 'Reflection, self-awareness, self-awareness, improving, changing, getting to know, development, feedback', 'Frustration, annoyance, doggedness, tension', 'Celebrations, fun, sickness', 'Feeling good, good time, good conversations, energy, talking about old times, security, inspiring, exhausting, annoying, being friendly, doing something together, long time ago', 'nothing', 'Negative, Weak, Bitchy, Unsympathetic, Childish, Lying to yourself', 'Evaluation, ideal Self-thinking, revising, reviewing, judging, improving, being tough, deviation, actions, thoughts', ""Reflection, aware of one's own actions, objectivity, positive, head person"", 'Joy, mourning, understanding, dismay, shame, happiness', 'embarrassing, mistake, unwanted attention, worry, check, gaps', ""embarrassing, oh jeee, where's the hole in the ground, bad, shame, amusement, insecurity, repression, avoidance, stop, I don't want to, stupid, feel small, seem stupid"", ', security, familiar, pleasant, orientation, calm down, comfort zone, conversations, informal', 'surprised, thoughtful, uneasy', 'lists, packing, planning, anticipation, vacation, beach, sun, flight, car trip, motorcycle vacation, mountains, beach, luggage', 'Tension, uncomfortable, annoyed by person, actually silly', ""Can't wait, can't sit still, you've waited a long time, it's finally happening, you're prepared, look at the clock, smile, excitement"", 'Modesty, not being honest, friends, acquaintances, knowing what you want, rejection, taking advantage of offers, being grateful', 'Comfortable feeling, warmth, family, love, pleasant, friendship, emotional closeness, security, trust, search for it, positive, happiness', 'Serenity, relaxation, feeling good, pressure, feeling not good enough, hoping to make the other feel the same', ', anticipation, uncertainty, to be excited, tension, tension, expectation', 'hardworking, work, household, to-do list, learning, being able to rely on someone, responsibility', 'Serenity, joy, deep connection, inner peace and harmony, boisterous laughter, acceptance, you can be yourself, carefree, secure, trust, at home', 'anticipation, nervous, excited, hope, joy, imagination, dreaming, packing, waiting, impatient', 'Force, Control, Perfection, Discipline, Security', 'Fear, worry, unpleasant, conflicts, bad experiences, colleagues, circle of friends, ex-partner, quarrel, making detours, not wanting to talk, often not to each other', 'Work, parents, university, lecturers, trust, reliability']"	[[616, 84, 479, 1701, 1002, 777, 38, 786, 1915, 667, 1862, 658, 123, 26, 1048, 702, 82, 228, 465, 877, 1149, 993, 1678, 79, 1217, 178, 601, 195, 235, 639, 765, 1892]]	742.40625
39	Mölauzegt	emo	The frustration of being angry and unhappy with yourself.	"['Retirement home project website help', 'rested satisfied fit balanced', '(Pre)joy, excitement, tingling, tension, boredom, worry', 'friends, family, success, love, grin, movies, marriage proposal, bachelors on the train, happy', 'beautiful, envy, girlfriend, romance, longing, indulge, work, romance, affection', 'love, passion, drive, hormones, feelings', 'finally, well, right, further', 'dodge, avoid confrontation, cowardly', 'unnecessary, feelings, difficult to control, impractical', 'Planning, ordering, anticipating, anticipating, structure, conscientious, anticipating, thoughts, ideas, fear', 'Proud, affirmation, happy, reassured, confident, with himself', 'Excitement, joy, happiness, tension, positive', 'Speech, Gestures, Effort, Sign Language, English', 'Joy, happy, beautiful, overwhelming, contagious', ', Speak in an unfamiliar language', 'pleasant, relaxing', 'exciting, concentration, funny, interesting, questioning', 'luck, coincidence, interesting, fate', 'excitement tension anticipation', 'stressful, preparation, annoying, overthinking, emotionally draining', ""Train, plane, strike, bus, pack, travel, suitcase, bag, abroad, culture, joy, excitement, tension, can't wait, something new, see you again, explore"", 'complex, task, school, study, waiting, books, research, internet', 'experience, make sure, be accountable, guilty, blame yourself, can work, uncertain, everything is connected, no coincidence, action reaction principle, stand up for your choice', 'Joy, Happy, Impatient, Restless, Excited', 'fulfilled, satisfied, happy, confident, self-esteem', ""Mulled wine, not now, can't someone else open it, why, always me, can't, I'm not there, you don't want anything from me anyway, Jehovah's Witnesses, childhood, keyhole"", 'proud, relieved', 'disinterest love, , , , , , , , , , , , , , , , , ,', 'stupid, conflicted, to miss out, no fun', 'excitement thinking, friends, family, waiting, time', 'Wanderlust, pack your bags, plan, road trip, check everything, happiness, joy', 'contentment, being at peace, love, pride', 'plan, trip, flight, be excited, anticipation']"	[[1187, 1104, 1388, 1900, 1120, 1841, 237, 1009, 214, 836, 679, 1817, 212, 1846, 1329, 1834, 1242, 165, 1272, 426, 247, 1247, 1076, 740, 1618, 490, 314, 1889, 1782, 1378, 1717]]	1101.8064516129032
40	Troff	neu	The certainty that your actions and decisions will have consequences.	"['tense, excited, train, packing, anticipation, waiting, vacation, nervous, stress', 'Fear, Escape, Avoidance, Uncomfortable, Love, Embarrassment, Reunion, Panic', 'positive or negative, inspiration, remembering your own needs, fellow human beings', 'Coincidence, encounter, love at first sight, attraction, attractiveness', ', nice, friendly', 'Thrilling Feeling, Realistic Dream?, Processing, Introspection', 'nice encounter, person maybe lives near me, part of my social environment, have something in common, so you probably see each other more often', 'Anxiety, nervousness, panic, tiredness, nightmare, weak, restless, shaky, lack of energy, sadness, tension', 'tense, tired, sluggish, eyes clenched, eyes closed, yawning, tired muscles, have to sit down, nap', 'Practice, master, novice, hard work', 'bad past, lack of processing, therapy, reflection, approach, difficult, suffering, others have a greater influence on self-esteem than you do yourself', 'feelings, togetherness, love, being in love, tingling in the stomach', 'Kiss, hold hands, sit on lap, protect, comfort', 'Job interview, separation interview, nervousness, training, important appointment, significant, restlessness, sweating, tachycardia', 'Love, trust, caregivers, family', 'tense, impatient, perseverance, questioning, relaxed, tactical, alert, ready', 'Harmony, bliss, arrived, motivation, peace', ', pride, joy, relief, security, strength, hope, faith, focus, comfortable, good, very good, I can do this, well done, I sthe for me one, more of it, achieve goal, freedom', 'Wanderlust, happiness, change of scenery, excited, new, memories, euphoria, highlight', 'insecure, sad, suspicious, betrayal, cautious, shy, sensitive, withdrawn', 'lazy, boredom, post office, church, city, sleep', 'gratitude, work, household, pride, content', 'Free, Independent, Mind is free, There is nothing to do, No obligation, Calm, Quiet, Safe, Secure', 'Mistakes, promises, word finding disorder, embarrassment, self-consciousness, fear, strangers, doubts', 'Observation in order to infer feelings, insecurity, self-definition, self-reflection, sometimes misleading', ""annoying and corrosive, clear expression better, you shouldn't stand in your own way, stand by yourself, self-esteem, represent your own opinion"", 'community, compassion, togetherness, empathy,', 'uncomfortable, avoid, self-protection, social contacts, escape, small talk, humane', 'to rely on someone, relaxed, trusting, good friendship and family, best friend, colleague, sense of duty and responsibility,', 'joy, excitement, fidgety, missing, family, long time no see, expectation', 'Forgetfulness, stupidity, annoyance, anger', 'anticipation, plans, long wait, gifts, deliveries, worry, fear of missing out, overnight stay, reunion, nervousness, a', 'Money, partner, photos, letters, clothes, box, cellar']"	[[177, 1119, 286, 1465, 808, 509, 556, 279, 1011, 964, 728, 1568, 1273, 768, 1929, 502, 1182, 27, 753, 1515, 1781, 1473, 1036, 1299, 511, 1578, 1530, 444, 1092, 1442, 1805, 519, 1279]]	1006.3030303030303
41	Troff	emo	The satisfied feeling of self-determination when you have made an important decision.	"['Girlfriend Eating Cake Pizza', ""search for knowledge, neutral feeling, anger because you don't know, motivation to close gaps in knowledge"", 'Shame, Competence, Confidence, Lectures, Expectations, Evaluations, Understanding', 'overreact, precaution, psychosis, freak out, escalate, negative, choleric, uncomfortable', 'God, good, asterisk above, development, growth, exponential, pat on the back, joy, positive, bright future, striving, striving, goal, value, ideal', 'uncontrolled, influenced, unconscious, controlled, trapped, sensitive, agitated', 'tired, eyes, bed, coffee, sleep, not getting up, exhausting', 'lying, wanting to behave, decently, actually stupid, pretending', 'unpleasant, unavoidable, sad, ineffective', 'turtledove, look, excitement, especially, palpitations, determination, courageous, threshold, inhibition, rejection, wall, hesitation, doubt, signal, gesture', 'subconscious, action, on', 'Refuge, calm, nice feeling, you can rely on', 'Love, sadness, family, distance', 'overreact, rarely, sometimes useful, sometimes not', 'Male cat', 'frustrated, not done what you wanted to do, exhausted', 'courage, work, success, self worth, progress, adrenaline, questioning', ', further development, development, growth, blossoming, successful, check off', 'Hide run away uncomfortable feelings', 'Happiness, satisfaction, confirmation, meeting expectations, achieving goals', 'small, exaggerated, large, unpleasant, dramatic, negative', 'overwhelmed, heart, happiness, eye, beautiful, paradise', 'feeling, interpretation, observation, interaction from afar, overwhelming feeling, self-reflection, reflection on the environment, empathy, interest', 'Discomfort, discomfort, avoidance, escape, escape, fear', 'Stress, note, motivation, pressure, positive', 'mouth, kiss, crush, love, sex, feeling', 'fear, panic, anger, sweating', 'intimately harmonious', 'fear, nervousness', 'neutral, consequences, awareness of the environment, choices, study, job, responsibility, difficult, burdensome, safety, law, good or bad', 'Exaggerate', 'Constantly, insomnia, caffeine, coffee, tea, mate, energy drink, nap, cannot catch up', 'Ambivalence, desire, rejection, reserved']"	[[822, 1324, 1190, 1318, 215, 1526, 1186, 1727, 603, 63, 1888, 964, 348, 1728, 475, 419, 1164, 52, 1044, 687, 194, 1396, 401, 949, 1834, 213, 1804, 972, 375, 1819, 1075]]	960.483870967742
42	Bingsemöl	neu	When one repeats an activity in order to be able to perform it sufficiently well.	"['Friends, encounter, home, appointment, anticipation, waiting, impatient', 'Anger, being annoyed, other people, unpleasant, annoying person, knowing everything better, distinguishing yourself, advice, unwanted', 'important decisions, lecture, work, school, friendship, relationship, everyday, evaluation', 'Darts, Practice, Repetition, Concentration, Learning', 'neutral, prerequisite for cooperation, desirable', 'rare, calm, pleasant, relaxing, spring, summer, bed, lying, sitting', 'Motivation, wanting something, ambitious, goal in mind, joy, lifeblood, important, willingness to help', 'Tension, why, why, wherefore, tachycardia, nausea, fear', 'must work on himself', ""Little self-esteem, others are more important, wrong assessment of one's own performance, bad feeling for a clear conscience, manipulation, unnecessary courtesy, exhausting"", 'surprised', 'Rest, relaxation, forget stress, switch off, love, happiness, friends, partner, grandma', 'overreact, overthink, change, emotions, uncontrolled, regret, cry, argument, conflict', 'lonely, introvert, hiding, fear, insecurity', 'drunk, scared, tired, unable, problems, thoughts, sickness', 'communication, sign, connection, desire, uncomfortable', 'Energy, focus, desire, desire, zeal, joy, fun, lightness and focus, flow, good, progress, development, growth, curiosity, challenge, strength, creativity', 'Frustration, confusion, annoying, excited, lecture, different language', 'Frustration, annoyance, grumpy, in a bad mood, angry', ""discussion, battle, explanation, paraphrase, disappointment, technical term, furry, oh, what's it called"", 'can be negative or positive, motivated, overreacting, precautionary, arguing, fear of consequences if not reacting', 'Bad previous experiences, being irritable, having a bad day, even small things that bother you, stressed, you want peace and quiet, afraid something bad could happen', 'Smooching, partner, partner, being excited, love, passion, lips, nervousness, new experiences, butterflies in the stomach, tachycardia, increased pulse, boyfriend, girlfriend', 'Degrading people, unpleasant, communication necessary, arrogant, humiliated, annoying', 'Structure, palpitations, fear of doing something wrong, lack of self-confidence, being well prepared, a little tension is good', 'Love, trust, calm, relaxation, peace, happiness, joy', 'Decision, important, happy, relief, joy, new chapter, moving on, positive feeling, expectations', 'Avoidance provides relief, uncomfortable, uncontrollable, tense, jittery, worrying too much', 'joy, surprise, amazement, happiness, annoy, hiding', 'Familiarity, comfort, routine, known', 'pressure, stress, ambition, wanting to prove yourself, perfectionism, bragging rights, showing off, pain, effort, talent, investing time, success, rewarding', 'Funny, strange']"	[[988, 1294, 767, 360, 393, 1794, 312, 1206, 287, 349, 1814, 1366, 1900, 1851, 884, 46, 1503, 1139, 802, 317, 370, 298, 1675, 947, 1281, 446, 1853, 1527, 10, 397, 337]]	919.7741935483871
43	Bingsemöl	emo	When you compulsively repeat an activity because you want to master it perfectly.	"['Maid of Honor, Girlfriend, College, Leaving', ', exhausting nervous hardly sleep constant thoughts but also success well thought out in conversation words ready', 'Warmth, Conversations, Sharing, Happiness, Contentment, Belonging, Time, Memories, Fun', 'pride, competence, work, effort, success, help, projects, achievement', 'Joy, happiness, plane, beach, relaxation, abroad, tourism, friends, new, variety, summer, sun, pack, journey', 'anticipation, meeting, friendship, confidence', 'window, waiting, impatient, cellphone message, when, delay, hurry', 'Ambition, joy, tunnel vision, unable to think of anything else', 'exciting, difficult, beautiful, hope, uncertainty', 'Happiness, surprise, joy, unexpected, blessed, coincidence, fortunate, momentary, short term', 'Empathy, compassion, sharing the excitement, sympathetic, letting yourself be infected, joy', 'Routine, Training, Improvement', 'Mother-in-law, Job, Colleagues, Pissed off, Subliminal aggression', 'safe, efficiency, quick-wittedness, preparation', ', Overwhelming grief', 'English, uncomfortable, school', 'Tension, palpitations, hope, expectation, jittery, insecure, rethinking', 'Going crazy, cranky, annoying, um, brain', 'Empathy', 'happiness, security, love, being calm, warmth, silence', 'worried, insecure, negative, afraid, sick, ephemeral', 'Lecture, conversation, exhausting, work, dialogue, remember, vocabulary, difficult', 'practice, be sure, insecurity, nervous, unrest, help, illusion of security, uncover mistakes, counteract, preparation, possible improvement, become aware of what you want, learn objectivity, support subjective attitude, argumentation', 'Empathy, compassion, like-mindedness, sharing thoughts, feeling in common', 'noticeable, strong, warm feeling', ""keep it out, makes sense, I didn't ask you, I don't want to hear it, you're right, didn't even think about it, thanks"", 'joy, flashbacks', 'joyfully expectant, excitingly exciting', 'excitement, hope, avoiding problems, bld', 'Planning, important, goals, job, study, school', 'Stress, not being able to let go, biting down, planning, perfectionism, uncertainty', 'Cro, Just do it, Incomprehensible, Dare, life is so short', 'deceive, hide, secret, preoccupation, undesirable']"	[[1025, 616, 927, 217, 632, 1130, 577, 235, 1127, 639, 640, 182, 1470, 784, 1786, 1532, 432, 1529, 888, 1636, 1718, 928, 14, 1028, 291, 1583, 1112, 1129, 897, 872, 276, 1395, 233]]	893.3333333333334
44	Ferandsor	neu	When you are withdrawn because you prefer to keep to yourself than to be among other people.	"['talk, strangers, initiative', 'Procrastination, hesitation, regret, knowledge, stupidity, short-term, reward, consequence, unpleasant, long-term, decide', 'Tranquility, contentment, aspirational', 'Suitcase, pack, done, vacation, journey, train, plane, farewell, silence, nervousness, serenity, backpack, bags', 'filmerisch, Romantic Comedy', ""don't want, bad, unsatisfying, difficult to get out of it quickly, depressing when you've worked hard for something and it just doesn't work out, you want it"", 'Empathy, compassion, pity, friendship, sadness, joy, connection, concern', 'beautiful, warm, love, closeness, protection, guarding, affection, joy', 'Can be beautiful, mysterious, imprecise', 'World domination, empowered, strong, power, contentment, pride, independence, adulthood, life transformation', 'jackpot', 'Love, effort, positive, beautiful, motivated, dedication, happy, fulfillment', 'Conversation, stare, want, make contact, social interaction, waiter, assert, eyes', 'dishonest, game, untrustworthy, taking advantage of the situation', 'beaten off, exhausted, to be alone, cold, empty, thoughtful, meaning', 'Regret, doubt, hard realization, disappointment with myself', ""Question mark, why, why, where from, uncomfortable, worry, insecurity, confusion, never mind, let's see, no idea, stupid, annoying, funny, wait, ask someone, worry, wait, amazement, pleasant, confused"", 'exciting, frustrating, fear, tension, impatience, regret, disappearance, flirt', 'Joy, excitement, excitement, laughter, good mood', 'date, joy, butterflies, trip, studies, hobbies, fear of failure, strange, fate, coincidence, wing man', 'Shame, wants to be aloneback, annoyed by person, uncomfortable', 'Warm, Happy, Something good has happened, Want to celebrate, Smile, The world is beautiful!', 'Reaction, discomfort, questioning, analyzing, feeling, stimulus, finding causes', 'Partying, waking up tomorrow and overcoming going to work, sleep disorder, stress at work, uncomfortable, at the mercy, vicious circle, sleep exercises', 'annoying, corrosive, thinking about how to deal with it, ignoring it, going your own way, self-confidence, accepting?, wanting to avoid contact', ', , sleep, , relaxation, rest, peaceful, think back on dream, rested, relaxed', 'empathy, compassion, generous, support, friends, no envy, success of others, indulge', 'external influence empathy, perception of learning to observe, putting oneself in a situation, attentive', 'nature, meditation, happiness, joy, quiet, calm, serenity, alone, relaxation', 'Overthinking, restlessness, fear, distrust, agony', 'honor, proud, distant, reserve, hostility, avoiding, making amends, love, relationships, friendships, talking to each other, forgiving, youthful love, nic', 'Depression, anxiety, loss, inexplicability, emotions, surge, hormones']"	[[1707, 642, 591, 266, 997, 1818, 1029, 1773, 372, 1699, 785, 1572, 860, 1870, 464, 440, 160, 1202, 1670, 1320, 218, 1503, 162, 1468, 137, 163, 1652, 221, 210, 1301, 435, 1207]]	934.8125
45	Ferandsor	emo	Fear of trusting someone and being hurt because of bad experiences.	['toss and turn uncomfortable worry fear panic', 'joy great feeling self-affirmation', 'Excitement, adventure experiences, train, ship, culture, acquaintances, food, suitcases, documents, camera, uncertainty', 'cheating, relationship, trust issue, hurt, thinking back, fear of rejection, bad person, low self esteem', 'Tired, tired, everything sucks, why did I stay up so late, gambling, youtube, power nap, heavy eyelids, falling asleep on the train or in the car, powerless, irritable, longing for bed, get up', 'perfectionism, self-esteem, disappointment, sadness, self-loathing', 'no buck, excuse, unpleasant, detour, dark home away, date, acquaintance', 'beautiful, baby, special, family as priority, irreplaceable', 'Forgetfulness, annoying, stupid, situational', 'tired, drained, sleepless, tense, keep awake, sugar, coffee, bed, relax', 'Cinema of thought, going in circles, weighing up, advantages/disadvantages, restlessness, discrepancy', 'Uncertainty, excitement, nervousness, fear, restless', 'Bus stop, baby, mother, touching, caring, feeling good', 'Joy, indulgence, warmth, love, longing, good day', ', imposition of outsiders', 'concentration, excited, important event', 'palpitations, tension, bad mood, silence, adrenaline, feeling unwell', 'hard to get, fake, confusion, confusion, lying, manipulative', 'inappropriate', 'planning, preparation, anticipation, stress, check list, organization, reading', 'Heart leap, empathy, joy, happiness, warmth, love, positive, change, desires', 'exercise, hands, satisfied, development, frustration, rest, time', 'positive experience, affirmation, right choice, goal pursued, worked towards, perseverance, contentment, determination', 'Awkward, flirting, drawing attention to something, attention, hinting', 'attentive, careful, quiet, thrill, fear, overwhelmed', 'drinking, playing, toasting, having fun, laughing, joy, security, security, eating, spending time, with pleasure', 'calm, contentment, serenity, warm', 'hardthinkempathycognitive, communicative', 'joyful, relaxed, expecting', 'incomprehensible, sad, depression, thoughts, actions, crying, exhaustion', 'Stress, Repetition, Unhealthy, Perfectionism, Grinding, Unnecessary, Depression', 'Love, Public, Relationship, Sweet, Romantic like bookseller', 'Empathy, cheerful, sharing, friendship, family']	[[62, 1622, 1847, 869, 790, 1260, 1280, 1735, 1332, 1198, 190, 233, 1560, 1705, 584, 1729, 741, 633, 830, 1470, 1349, 980, 722, 232, 1750, 1736, 81, 1846, 921, 1103, 1196, 1871]]	1108.03125
